"English Sentence","Arabic Sentence"
"I should like to leave the question open as to whether yet another revised study of these problems should be commissioned.","إني أريد أن أترك هذه المسألة مفتوحة لأنه من الضروري القيام بدراسة مفتوحة حول هذه المشكلات."
"I have the gravest doubts because the results are in complete contradiction to present knowledge.","لدي شك كبير لأن النتائج تتعارض تماماً مع المعرفة الحاضرة."
"I am not convinced that this method will become internationally acceptable.","أنا غير مقتنع أن هذه الطريقة ستصبح مقبولة عالمياً."
"I very much doubt whether we can still be provided with the necessary financial means in good time.","إني أشك كثيراً بأننا سنحصل على التمويل الضروري في الوقت المناسب."
"I doubt very much his ability to defend this daring thesis convincingly before a large committee.","إني أشك كثيراً بقدرته على الدفاع عن هذه المسألة الحسرة أمام اللجنة."
"Excuse me, please, I've rather strayed from the point.","أَشْكُ بِإِمْكَانِيَّةِ تَحْرِيضِ اللُّجْنَةِ عَلَى تَغْيِيرِ أَرَائِهَا السَّابِقَةِ."
"Please excuse me, but I seem to have lost the thread. I'd like to speak again later on.","أَشْكُ بِوُجُودِ رَأْيِ مُشْتَرَكٍ يَتَعَلَّقُ بِهَذَا الْمَوْضُوعِ بَيْنَ أَفْرَادِ لَجْنَةِ الْبَحْثِ."
"Unfortunately, people here are still not sufficiently agreed on the necessity of devoting (even) more attention to this urgent research project.","من المؤسف، أن الناس هنا لا يوافقون تماماً على تكريس انتباه كاف للبحث في هذا المشروع الهام."
"As we are so pressed for time, I am sure you will bear with me in formulating the required decision in note form only.","بما أننا قد تأخرنا، أرجو أن توازروني لاستنباط قرار مبدي فقط."
"I need an aide-memoire for these appointments, for my memory has recently been failing me noticeably.","أحتاج إلى مفكرة لهذه المواعيد. لأن ذاكرتي بدأت تخونني في الفترة الأخيرة."
"I have several commitments which unfortunately clash with the conference and I must therefore decline your kind invitation.","لدي عدة ارتباطات تتناقض مع مواعيد المؤتمر لذلك علي أن أرفض دعوتكم اللطيفة."
"Excuse me, but I must protest emphatically against this rebuke. 10) Refusal","عفواً، ولكني أعترض بشدة على هذا التعنيف."
"I am of a different opinion because the problem can hardly be solved in that way (the way suggested).","عفواً، رجاء فقد شردت عن النقطة (نقطة البحث)."
"I cannot agree with your claim because it contradicts theoretical observations (knowledge) as well as practical experience.","عفواً، يبدو لي أنني قد تهمت عن الموضوع، أريد أن أتكلم مجدداً فيما بعد."
"Non, nullement!","كلا، وبكل المعاني."
"We should like to repeat once again that it cannot be our task to make decisions that are internationally applicable.","يُحِبُّ أَنْ نَكْرُرَ مَرَّةً ثَانِيَةً أَنَّهُ لَيْسَ مِنْ مَهَمَّتِنَا أَنْ نَتَّخِذَ قَرَارَاتٍ مُطَبَّقَةً عَالِيًا."
"The International Court of Arbitration in Vienna made its decision on the basis of legal provisions.","إن محكمة التحكيم العالمية في فيينا تتخذ قراراتها على أساس الشروط القانونية."
"Since reference has been made to my work on a number of occasions, I ought, perhaps, to clear up one or two misunderstandings.","أنا لا أوافق على وجهة نظرك، لأن مستنداتي تبين وضعاً مختلفاً."
"I should like to emphasize that we make no claims that our contribution is comprehensive.","لا أستطيع الموافقة على رأيك، لأن هذا التشخيص لا يتوافق مع تجاربنا."
"We must (should) decisively reject such insinuations (suggestions / imputations).","أنا آسف لأن هذا التفسير لا يقنعني، إذ يجب إعطاء انتباه تام للمغزى العام."
"As far as I can ascertain, this subject has not yet been fully dealt with in recent literature.","لا أستطيع الموافقة على هذه الفكرة، حتى ولو بدت مغريبة عند النظرة الأولى."
"As I already indicated, for reasons of time, I can give only a limited survey.","أخشى أنني لا أستطيع الموافقة، رغم أن هناك الكثير من المداخلات التي وافقت على رأيك."
"One can't make generalizations on the basis of what has been said without certain qualifications. 11) Justification – Explanation – Correction","كلا، إن هذا غير مقبول."
"(Our) professional ethics forbid us to make such unscientific experiments.","علومنا الأدبية المحترفة تنعنا من القيام بهذه الاختبارات غير العلمية."
"Do you mind my requesting a short comment on this topic from you?","هل تمانع أن تدلي بتعليق قصير على هذا الموضوع."
"We are urgently awaiting the opinion of the investigating commission.","إننا ننظر بإلحاح رأي لجنة التحقيق."
"The relevance of this theory has been confirmed beyond doubt.","إن مطابقة هذه العملية تأكدت دون أدنى شك."
"Clear and precise comments have already been made on these experiments.","أوضح وحدّ التعليقات التي وردت في هذه الاختبارات."
"There are at the moment very favourable conditions in our country for further develop merits in this scientific field.","حالياً هناك شروط مشجعة في بلدنا للنهوض (التوسع) بهذا الحقل العلمي."
"This study can serve only as the basis for further, comprehensive research.","هذه الدراسة تستطيع أن تنفع فقط على أساس متابعة الأبحاث الشاملة."
"Scientific information in itself cannot ordinarily give rise to negative consequences (is not quintessentially a negative force). The","المعلومات العلمية بذاتها لا تستطيع عادة أن تنهض بالظروف السلبية لأنها ليست قطعياً قوة سلبية، إن العامل المقرر هو أن المعرفة العلمية يجب أن تسعى لخير"
"Your questions are extremely complex and can hardly be answered fully in the approved speaking time.","إن أسئلتك معقدة ويصعب الإجابة عليها في الوقت المحدد."
"Precisely for these industries (branches of industry) it's of paramount importance that science maintains its lead over technology. 13) Statement - Conclusion","تدقيقاً في هذه الصناعات (فروع الصناعة) إنه من الأهمية الفائقة أن يقود العلم التقنية."
"The working documents provide a thorough survey of the tasks we face.","تزوّدنا وثائق العمل بمراقبة تامّة لهذه المهمّات التي نواجهها."
"A roundtable discussion should clear up the remaining controversial points.","إن مناقشة (طاولة مستديرة) ستوضّح ما تبقّى من نقاط الخلاف."
"The exploratory talks have not yet reached the stage of definite negotiations.","إن المباحثات الجارية لم تصل بعد إلى مرحلة التفاوض التام."
"After what has been said, I can't help feeling that we still have a certain backlog (amount) to catch up on in this sphere.","بعدما ذُكر لا أستطيع سوى أن أشعر أن هناك مرحلة يجب اللحاق بها في هذا المجال."
"The results indicated are contradictory to all other results obtained to date.","إن النتائج التي أشير لها مخالفة لكلّ النتائج التي حصلنا عليها حتى الساعة."
"We have been presented with a host of problems.","لقد واجهنا مشاكل شتّى."
"There is an overlap in the content of this group of topics.","إن مجموعة هذه المواضيع تنطوي على أشياء متباعدة."
"This is bound to establish (to set) a new trend. (This will undoubtedly set an example for others to follow.)","يرتبط ذلك بتأسيس وجهة جديدة. (سيكون ذلك دون شكّ مثلاً للآخرين للحاق به)."
"The talks were held in a frank and open atmosphere.","لقد دارت المباحثات في جو منفتح وصريح."
"Even the side issues were thoroughly examined.","حتى القضايا الثانوية قد بُحِثَت تماماً."
"This talk (explanation) has shown that in the light of our knowledge today some theoretical conceptions are very much out-of-date, and must therefore be newly thought out and newly formulated.","يحرص العلماء على التأكد من كيفية تطبيق نتائج البحوث العلمية لمنع سوء استعمالها."
"In summing up the results of our two days discussion, it can be said that, although many questions still remain open, the conference as a whole has been very useful.","إن التوصيات التي نُشرت خلال المؤتمر الخامس للطب الاستوائي وعلم الصحة في طهران تشير إلى المهمات الأساسية لفرع العلوم هذا في السنوات القادمة."
"The conference was held in a pleasant, free, and open atmosphere.","لقد أقيم المؤتمر في جو مرح وحُرّ و منفتح."
"The results of the conference will be summarized in a closing speech to be given at the end.","سَتُخْتَصَرُ نتائج المؤتمر في الخطاب الأخير الذي يُلْقَى عند نهايته."
"Professor Farid, the new Chairman of the Special Committee for Transport Technology, will be closing the session. 15) Thanks","سيختتم الأستاذ فريد، رئيس اللجنة الخاصة لتقنية النقل اللقاء."
"On behalf of the conference organizers I should like to thank all those participants who contributed to the success of this meeting.","إنَّ هذا الشرح أظهر وعلى ضوء خبرتنا اليوم مدارك (معلومات) نظرية فاتها الزمن، لذا وجب بحثها وتكوينها مجدداً."
"We should like to thank, on behalf of ourselves and the Executive Committee, all participants for their active co-operation.","تلخيصاً لنتائج يومين من المباحثات، يمكن القول أنَّ المؤتمر عامة كان مفيداً جداً رغم وجود عدد من الأسئلة التي لا تزال دون إجابة."
"I believe I also speak on your behalf if I say another word of praise at this juncture for the excellent organization of our session by the Organizing Committee.","حتى إذا لم يتم الرد على الأسئلة كافة، فقد كان من المفيد جداً اليوم تبادل الخبرات وسيكون هذا الأمر مهماً جداً للعمل العلمي المستقبلي."
"Our thanks are also due (We also owe our thanks) to the authorities of the town of Beirut, which has once again proved to be a worthy host.","لقد جرى المؤتمر في جو منفتح يؤدي لتبادل الآراء بين العديد من الممثلين في حقول مختلفة ومتخصصة."
"I think that Lebanon as host country deserves our","يمكن القول إنَّ هذا المؤتمر قد منحنا مقياساً لعملنا."
"The Committee has accepted the invitation of the Austrian government.","قبلت اللجنة دعوة حكومة النمسا."
"I am very pleased to be able to announce that the ad hoc committee has completed its task in such a short space of time.","إنه من دواعي سروري أن أعلن أن لجنة (الإدمان) قد أنجزت مهمتها بوقت قصير."
"This is the first time that the advisory panel (advisory committee) has included representatives from all the leading countries in the field of hydraulic engineering.","إنها المرة الأولى التي قامت بها اللجنة الاستشارية بجمع ممثلين من كافة الدول المتقدمة في حقل هندسة السوائل."
"Please refer your complaint to the Complaints Committee.","نرجو التقدم بالتعليقات إلى لجنة التعليقات."
"The Executive Council feels that a roundtable meeting would be the most suitable type for dealing with this problem.","يشعر المجلس الاستشاري أن اجتماع طاولة مستديرة يكون الأكثر ملائمة للبحث في هذه المشكلة."
"The Finance Committee is responsible for the supervision of budgetary affairs (the budget).","اللجنة المالية هي المسؤولة عن مراقبة أعمال الموازنة."
"A joint committee has been formed of specialists from a number of the countries which lead in this field.","تشكل لجنة مشتركة من الاختصاصيين ومن عدد من البلدان المتقدمة في هذا المجال."
"The office of chairman is held, in rotation, by the members of the Executive Committee.","سيتأوب أعضاء اللجنة التنفيذية على منصب المدير العام."
"The agenda will be prepared by the Agenda Committee.","ستحضر لجنة جدول الأعمال جدول الأعمال."
"The Central Committee will ensure that the conference observes the agenda and abides by its decisions.","ستتأكد اللجنة المركزية أن المؤتمر سيراعي جدول الأعمال ويمثل لقراراتها."
"The Budget Committee has laid down the finance-plan for the coming year.","وضعت لجنة الميزانية الخطة المالية للعام المقبل."
"The Interim Committee has been in session for two hours.","في غضون ذلك انعقدت اللجنة المؤقتة لمدة ساعتين."
"Everything to do with the conference goes through the Co-ordination Committee.","يركز كل شيء متعلق بالمؤتمر باللجنة المنسقة."
"The Steering Committee of the 10th Conference of Biology has organized the sessions in such a way that participants can sit in on two sessions a day.","رثت اللجنة المحركة للمؤتمر العاشر لعلم الأحياء الاجتماعات بحيث يمكن للمشاركين حضور مؤتمرين في اليوم."
"The Credentials Committee has examined the documents.","تفحصت اللجنة المعتمدة الوثائق."
"The Nominations Committee has fixed (established) the final numbers for membership of the sub-committees.","أقرت لجنة التعيين العدد النهائي للجان الفرعية."
"Two half-days are reserved for open committee meetings.","حُجز نصفي نهارين لاجتماع اللجنة الافتتاحي."
"The Membership Committee decides on the admission of new members.","نقرر لجنة العضوية إمكانية قبول أعضاء جدد."
"The Judicial (Legal) Committee is responsible for ensuring that all decisions comply with the appropriate legal requirements.","اللجنة القانونية مسؤولة عن التأكد من توافق كل القرارات مع المتطلبات الملائمة."
"A detailed report from the Audit Committee is now available.","صدر تقرير مفصل عن لجنة التدقيق."
"The Committee of Experts, which is due for election, will once again consist of 12 members, in accordance with the constitution.","حان موعد انتخاب لجنة الخبراء التي وجب أن تتألف من ١٢ عضواً، طبقاً للقانون."
"The appointment of the special committee has certainly proved worthwhile.","أثبت تعيين اللجنة الخاصة جدارته."
"The sub-committee will deal with a number of technical questions.","ستتعامل اللجنة الفرعية مع أي مسألة تقنية."
"The Committee of Inquiry will deal with all breaches of discipline.","ستتعامل لجنة الاستشارات مع أي سوء تصرف."
"The Liaison Committee arranges contacts (establishes links) with members and institutions abroad.","سترتب لجنة الاتصال أي لقاءات مع أعضاء ومؤسسات خارجية."
"Unfortunately, your application has been turned down (rejected) by the Selection Committee, as it was handed in late (too late).","من المؤسف أن لجنة الانتقاء قد رفضت طلبكم، لأنكم تأخرتم في تقديمه."
"The Reception Committee will welcome delegations.","سترحب لجنة الإستقبال بالمبعوثين."
"The Organization Committee is composed of delegates from the organizations which are members (the members organizations) of the Federation (Association).","تتألف اللجنة المنظمة من مندوبين من منظمة الأعضاء في الاتحاد."
"The Editorial (Drafting) Committee will draw up the final version of the report.","ستحرر اللجنة الرئيسية النسخة الأخيرة للتقرير."
"Each member country is entitled to send (nominate) one representative to sit on the Preparatory Committee.","يحق لكل بلد عضو إرسال ممثل واحد للانضمام إلى اللجنة التحضيرية."
"It was necessary to refer some recommendations to the Commission of Experts.","من المهم أن نذكر أمام لجنة الخبراء بعض التوصيات."
"The commission was assigned the task of producing a comparative study and working out jointly-agreed recommendations for the next Executive Committee meeting.","سلمت اللجنة مهمة إصدار دراسة نسبية وتوصيات بجدول أعمال مشترك لاجتماع اللجنة التنفيذية القادم."
"The meeting of the Executive Committee of the General Council is intended for a small number of participants only.","سيحضر اجتماع اللجنة التنفيذية للمجلس العام لعدد قليل من المشاركين فقط."
"The Administrative Council held a two day session in Rome to produce the final draft of this year's Administrative Report.","اجتمع المجلس الإداري لمدة يومين في روما ليصدر المسودة الأخيرة للتقرير النهائي لهذا العام."
"Please send us your credentials, which should state clearly that you have been a permanent member of the Administrative Board (Administrative Council) for some years.","نرجو إرسال البطاقة التي تبرز بوضوح عضويتك الدائمة في المجلس الإداري (مجلس الإدارة) لبضع سنوات."
"Proposals for additions or amendments may be handed in to the Executive Committee at any time.","يمكن تسليم اقتراحات التصحيحات الإضافية إلى اللجنة المنفذة دوماً."
"At the suggestion (on the proposal) of the Syrian delegate, we will include this in our schedule for tomorrow.","بناءً على اقتراح المبعوث السوري سنضم هذا إلى برنامج الغد."
"After a full discussion of the motion, the commission will take a vote.","بعد مناقشة تامة عن العملية، ستصوت اللجنة."
"The motion failed to obtain the requisite majority and, consequently, was rejected.","فشلت العملية في الحصول على الأكثرية المطلوبة ولذلك رفضت."
"We'll take a charitable look at these applications in the committee, and let you know at once of our decision.","سننظر بنحو إلى هذه الطلبات في اللجنة، وسنعلمكم بقرارنا فوراً."
"Please be so kind as to give the reason for your application in writing and hand it to the chairman.","نرجو إعلامنا عن سبب تقدمك بطلبك خطياً وتسليمه إلى الرئيس."
"Please submit your nominations for members of the mixed committee.","أرجو تسليم تسميتك للأعضاء عن اللجنة المختلطة."
"In accordance with our resolutions and decisions, we should like, today, to propose the following motion.","طبقاً لقراراتنا وتصاميمنا نريد اليوم أن نقترح العملية التالية."
"I shall now read out the draft resolution and request either your approval or your suggestions for alterations, as the case may be.","سأطلعكم على مسودة القرار وسأطلب منكم التصريح عن موافقتكم أو اقتراحاتكم لاستبداله كما تقتضي الحاجة."
"The Editing (Drafting) Committee is in session to decide on the final resolution.","تجتمع اللجنة المعدة الآن لتصدر القرار الأخير."
"Are there any more amendments, or is the draft adopted in its present form?","هل هناك المزيد من التصحيحات أو أنه تم تبني المسودة بشكلها الحالي؟"
"Does the voting really have to be rushed through today?","هل من الضروري الانتخاب اليوم؟"
"The resolution on environmental protection passed at the Congress received a lot of attention throughout the world.","نال القرار المتعلق بحماية البيئة والذي مرّ على الجمع انتباهاً في العالم كله."
"An important decision has just been made. We should like to give you the details of this decision without any delay.","تم اتخاذ قرار مهم نودّ إطلاعكم على تفاصيله دون تأخير."
"If there are no objections, our delegation would like to submit an alternative proposal.","إذا لم يكن هنالك من مانع، ستتقدم بعثتنا باقتراح مغاير."
"In the final session, the election results will be announced and draft resolutions presented for voting.","سنعلن في الاجتماع النهائي نتائج الانتخاب ومسودة القرارات التي قدمت للانتخاب."
"If we want a firm decision we should proceed to a vote.","إذا أردنا قراراً ثابتاً وجب أن نبادر بالتصويت."
"I propose that we put this controversial question to a vote.","أقترح حلّ هذا السؤال بالتصويت."
"Time is running short, so let's vote on the motion as a whole.","تبقى القليل من الوقت، لذا دعونا نقرر مصير العملية كلها بالتصويت."
"This is a rather important issue and I therefore propose that we vote by roll-call.","هذه قضية مهمة جداً، لذا أقترح أن يتم التصويت عليها بالمناداة."
"I don't think a secret ballot is called for. I'm sure we could take a vote by (a) show of hands","لا أعتقد أنه يجب القيام باقتراع سري، إذ يكفي أن نقترح برفع الأيدي."
"Only registered members are entitled to take part in the vote.","يحق فقط للأعضاء والمسجلين بالانتخاب."
"This vote is taken without a previous debate.","يتم هذا الاقتراع دون مناقشة سابقة."
"This is a vote by roll-call at the rostrum.","هذا اقتراع بواسطة المناداة على المنبر."
"Voting by proxy is permissible.","يسمح بالانتخاب بواسطة وكيل."
"Postal voting is permitted.","يسمح بالاقتراع بواسطة البريد."
"Each member of the committee shall be entitled to one vote.","يحق لكل عضو من اللجنة بصوت واحد."
"Abstentions shall not be considered as votes.","لا يعتبر الامتناع عن الانتخاب تصويتاً."
"The name of each member shall be called in any roll call, and he shall reply ""yes"", ""no"", or ""abstention"".","سينادى على كل من الأعضاء الذين وجب أن يجيبوا بنعم أو لا أو امتناع."
"The presence of a majority of the Full Members shall be necessary to constitute a quorum at meetings of the assembly.","من الضروري حضور أغلبية الأعضاء ليكونوا نصاباً خلال اجتماع المجمع."
"The decisions of the Committee of Experts shall require a simple majority of the countries represented and voting.","تحتاج تقارير لجنة الخبراء إلى أكثرية ضئيلة من البلدان المتمثلة والمتخبة."
"In spite of some doubts, I agree to the draft resolution in the interests of our Society.","رغم بعض الشكوك التي أوافق على مسودة القرار لخبر جمعنا."
"If you haven't yet cast your vote, please hurry up and do so.","إذا لم تعط صوتك حتى الآن أرجو أن تفعل."
"The proposal was accepted by a narrow majority.","قُبِلَ الإفْتِرَاحُ بِأَكْثَرِيَّةٍ ضَئِيلَةٍ."
"There was a vote by a show of hands and the motion was passed with a majority of 12 to 9, with two abstentions.","تمّ الإفْتِرَاحُ برفع الأيدي وفاز الإفْتِرَاحُ بموافقة ١٢ عضواً ورفض ٩ وامتناع ٢ عن التصويت."
"The motion was passed with (by) a large majority.","فاز الإفْتِرَاحُ بأكثرية كبيرة."
"the French proposal was unanimously accepted.","قُبِلَ الإفْتِرَاحُ الفرنسي بالإجماع."
"The result of the vote in the General Assembly was 182 In Favour, 15 Against, and 18 Abstentions. This gives the required majority.","أتت نتيجة التصويت في المجمع العام بموافقة ١٨٢ واعتراض ١٥ وامتناع ١٨ عن التصويت، مما يعطي الأكثرية المطلوبة."
"The resolution has passed.","صُدِّقَ القرار."
"The question was put to the vote, but the required majority was not attained.","طرحت المسألة للتصويت، إلا أن الأكثرية المطلوبة لم تحضر."
"The motion was unanimously rejected.","رفضت القضية بالإجماع."
"The list of members voting shall be inserted in the record in the English alphabetical order of their names.","ستوضع قائمة الأعضاء المنتخبين في السجل وستدرج بناء على الأبجدية الإنكليزية للأسماء."
"The result is now final and cannot be challenged.","باتت النتيجة الآن نهائية ولا يمكن مناقشتها."
"Since we now have a quorum (we have now reached a quorum), we can begin the session.","بما أن النصاب قد اكتمل، نستطيع أن نبدأ الجلسة."
"All elections shall be held by secret ballot.","سيتم التصويت بواسطة الاقتراع السري."
"The election of the Executive Committee by secret ballot will take place at the beginning of the conference.","ستنتخب اللجنة التنفيذية بواسطة الاقتراع السري عند بداية المؤتمر."
"Please form an orderly queue at the ballot box.","أرجو أن تصطفوا بانتظام أمام صندوق الاقتراع."
"Professor Adams' death also means that we need to elect a new regular member.","يجب انتخاب عضو دائم مكان الأستاذ آدم الذي توفي."
"When were you co-opted onto the Executive Committee?","متى تم اختيارك في اللجنة التنفيذية؟"
"This point should be especially emphasized in the minutes.","يجب تسجيل هذه النقطة خاصة في المحاضر."
"This point will not be included in the minutes.","هذه نقطة مثيرة يجب تسجيلها في المحاضر."
"We can check the exact wording of your statement in the records of yesterday's session.","نستطيع التأكد من حقيقة كلمات بيانك في سجل جلسة الأمس."
"Our commitment to this project has already been placed on record.","لقد وضع التزامنا في السجل لهذا المشروع."
"Please be so kind as to inspect the minutes of yesterday's negotiations before the conclusion of the conference.","أرجو، لطفاً، البحث في بيانات مفاوضات الأمس قبل نهاية المؤتمر."
"The final report contains the complete proceedings of all sessions.","يحتوي التقرير النهائي على سير الجلسات الكاملة."
"The protocol was produced in conjunction with legal advisers, the translators and interpreters, the Press attaché, the copying office, and the internal printing office.","صدرت الاتفاقية مقترنة مع المستشارين القانونيين، المترجمين، ممثلي الصحافة، مكتب التسجيل ومكتب الطباعة الداخلي."
"Please make it quite clear in the minutes that I cannot approve of his resis- gnation. Record my dissent from this decision in the minutes.","أرجو أن تسجل بوضوح في البيانات التي لا أوافق على استقالته. سجل إعتراضي على"
"Authors wishing to deliver a paper should send the abstract to the Organizing Office by June 1st, at the latest.","على المؤلفين الذين يودون إرسال ورقة أن يرسلوا الخلاصة إلى مكتب التنظيم قبل أول حزيران (يونيو)."
"Authors will receive specific instructions on the required format for the presentation of abstracts.","سيحصل المؤلفون على تعليمات محددة تتعلق بطريقة تحضير الخلاصة."
"Normally, only papers requested by the Organizing Committee will be accepted and published.","تقبل وتنشر الأوراق المطلوبة من اللجنة المنظمة فقط."
"In exceptional cases, unsolicited papers may also be accepted. There is no official procedure for obtaining permission.","في حالات استثنائية، تقبل الأوراق المقدمة دون طلب، إذ ليس هناك إجراءات رسمية للحصول على الإذن."
"Manuscripts not previously published should be sent to the Organizing Office.","يجب أن تُرسل المخطوطات التي لم تنشر سابقاً إلى مكتب التنظيم."
"All speakers are requested to submit a written copy of their papers in advance.","على المتكلمين تقديم نسخة عن أوراقهم مسبقاً."
"Conditions for submitting papers are:","شروط تقديم الأوراق هي:"
"Each paper must deal with one of the themes proposed for the main sessions of conference.","كل ورقة يجب أن تتصدى لموضوع سبق وتم اقتراحه في جلسة المؤتمر الأساسية."
"Papers presented must not be published before the conference","يجب أن لا تكون الأوراق المشاركة قد نشرت قبل المؤتمر."
"All papers must offer a real advance in theory or practice.","كل الأوراق يجب أن تظهر تقدماً ملحوظاً نظرياً أو عملياً."
"The speakers are requested to send an abstract of their talks in one of the conference languages (max one A4-page) by 1st December next to: Professor Riad, 25 Ittihad, Beirut-Lebanon.","على كل المتكلمين أن يرسلوا مختصراً عن كلماتهم بإحدى لغات المؤتمر (لا تتعدى بـ ٤ صفحات) حتى الأول من كانون الأول (ديسمبر) إلى الأستاذ رياض. شارع الاتحاد رقم ٢٥ بيروت - لبنان."
"Regarding the publication of a conference report, the speakers will be informed individually. The lecture-time is usually (generally speaking) limited to 20 minutes.","أما فيما يخص نشر تقرير المؤتمر سببته المتكلمون كل على حدة. أما مدة الإلقاء فيجب ألا تتعدى العشرين دقيقة."
"The text should be typed in English, German, or French on white paper, size A4-","يجب أن يُطبع النص باللغة الإنكليزية، الألمانية أو الفرنسية على أوراق بيضاء حجم A4."
"You should send three typewritten copies of your paper.","يجب إرسال ثلاث نسخ عن الأوراق."
"It may be necessary to supplement the report with a number of appendices.","من المهم إقران التقرير بعدة ملاحق."
"According to a decision made by the Executive","طبقاً لقرار اللجنة التنفيذية يجب أن تقرن كل ورقة بمختصر"
"Contributions should not exceed one typewritten page with 11/Z line spacing, 30 lines to the page, and 60 letter spaces to the line.","يجب ألا تتجاوز المساهمات صفحة مكتوبة على الآلة الكاتبة مع ١١% من المساحة (للهامش)، ٣٠ سطر للصفحة الواحدة و ٦٠ حرفاً للسطر."
"We request your attention to the fact that the summary of your lecture should not be longer than 3 typewritten sides (double-spaced), 200 words per page.","نلفت انتباهكم إلى أن موجز خطابكم لا يجب أن يتجاوز ثلاث صفحات مطبوعة بمعدل ٢٠٠ كلمة للصفحة الواحدة."
"Abstracts which do not conform to the instructions or which exceed the permitted length will not be accepted.","سترفض المختصرات التي تتنافى مع التعليمات والتي تزيد عن المعدل المقبول."
"Please submit six copies of your paper.","أرجو تقديم ست نسخ من أوراقكم."
"We cannot accept originals with alterations or deletions.","لا تقبل تغييراً أو حذفاً في الأوراق الأصلية."
"The abstract should begin overleaf.","على المختصر أن يكون جلياً ومدوناً على الصفحة الخارجية."
"The title should be on the obverse.","يجب أن يكون العنوان على وجه الصفحة."
"The author's country of origin, together with the city and institution from which he comes, should be listed in the second line.","يجب وضع جنسية المؤلف والمدينة والمؤسسة التي جاء منها في السطر الثاني."
"The title of the paper should appear on the third line.","يجب أن يظهر عنوان الورقة على السطر الثالث."
"A new paragraph should begin at least three lines from the foot of the page.","لا يجب الاستدعاء بعبارة جديدة على بعد أقل من ثلاثة أسطر من قاع الصفحة."
"The left-hand margin must be 3 cm (wide).","يجب أن يكون الهامش لجهة اليسار بعرض ثلاثة سنتيمترات."
"The last sentence but one (The second to last sentence) needs reformulating.","يجب إعادة صياغة العبارة ما قبل الأخيرة."
"There is a typing mistake on the last line but two.","ورد خطأ مطبعي في السطر الثاني ما قبل الأخير."
"Please complete the attached form.","أرجو تعبئة النموذج الملحق."
"All forms should be completed in a legible script (legibly), in block letters, in ink or in ball-point.","يجب ملء النماذج بخط مطبعي مقروء وحروف واضحة تاجية وبالحبر السائل أو الناشف."
"Alterations, additions, corrections, and deletions are not possible after March 30th.","التعديلات والزيادة والتصحيح والحذف غير ممكنة بعد ٣٠ آذار (مارس)."
"Please note the deadline for the half yearly (biannual) report.","أرجو الانتباه إلى الوقت المحدد للتقرير النصف سنوي."
"Each author is responsible for his own proof-reading.","المؤلف مسؤول عن تلاوة مطالعاته."
"The editor only undertook the correction of printing errors and the revision of foreign expressions.","يتعهد الناشر فقط بتصحيح الأخطاء المطبعية ومراجعة التعبيرات الغريبة."
"Advance copies can be made available only to those who have registered for the conference.","النسخ المسبقة متاحة فقط للذين تسجلوا للمؤتمر."
"The main reports, as well as contributions to the discussion, will be published later in a conference report.","سينشر كل من التقرير الأساسي والمشاركة في المباحثات لاحقاً في تقرير المؤتمر."
"The conference protocol cannot be published until tomorrow, because the time allowed for editing is not sufficient.","لا يمكن نشر عُرف المؤتمر حتى الغد لأن الوقت الذي أعطى للنشر غير كاف."
"The contributions were published essentially on the form in which they were received.","من الضروري نشر المداخلات بالشكل الذي وردت به."
"The abstracts are to be distributed to the participants at the beginning of the conference.","ستوزع الخلاصات على المشاركين في بداية المؤتمر."
"The conference materials are now available in print in all four conference languages.","مواد المؤتمر متاحة الآن ومطبوعة بلغات المؤتمر الأربع."
"A collection of all lectures and theses is available at the conference office.","مجموعة من المحاضرات والمواضيع موجودة في مكتب المؤتمر."
"After the session, the documents will be on sale as a handbook.","بعد الجلسة، ستباع الوثائق ككتب."
"All participants registering for the whole Congress will be entitled to copies of the Congress sessional reports.","كل المشاركين المسجلين للمؤتمر بكامله سيحصلون على نسخ عن تقارير جلسات المؤتمر."
"Conference materials will be issued only on presentation of the conference participation card.","ستعطى مواد المؤتمر فقط عند إظهار بطاقة الاشتراك في المؤتمر."
"Illustrated information booklets about our country are now being distributed free in the Organizing Office.","يوزع مكتب التنظيم مجاناً كتيباً للمعلومات الموضحة بالصور."
"Conference materials will be sent to all participants and interested institutions.","سترسل مواد المؤتمر إلى جميع المشاركين بالمؤتمر وإلى المؤسسات المعنية."
"The next monthly report will include more details on next year's conference.","سيحتوي تقرير الشهر الثاني على تفاصيل أكثر تتعلق بمؤتمر السنة القادمة."
"The results of the ad hoc working group's investigation will appear in the next quarterly review.","ستظهر نتائج فريق العمل للأبحاث عن الإدمان في المجلة الربع سنوية القادمة."
"In future we hope to produce a halfyearly report, with up-to-date information on research results.","نأمل أن نتمكّن في المستقبل من نشر تقرير نصف سنوي يحتوي على نتائج الأبحاث الجارية."
"The organizers feel that an annual report would prove a most valuable asset in presenting an overall survey of developments in polymer research.","يشعر المنظمون أن تقريراً سنوياً سيشكل رصيداً هاماً لإجراء مراقبة عامة متعلقة بتوسيع الأبحاث المتعددة."
"A shortened form of the lecture can be found in the Congress report.","ورد في تقرير المؤتمر الشكل المختصر للمحاضرة."
"The report on the activities of the Administrative Council during the period under review is up for discussion.","سيقدم تقرير نشاطات المجلس الإداري خلال مدة المراجعة للمناقشة."
