"English Term","Arabic Term"
"Participation of masses in political life","مُشاركة الجماهير في الحياة السياسية"
"Participation of masses in political","مُشاركة الجماهير في الحياة"
"Participation of minorities in government","مُشاركة الأقليات في الحكم"
"Participation of minorities in","مُشاركة الأقليات في الحكم"
"Party spirit","تعصب حزبي"
"Party","حزب"
"Passive obedience","طاعة سلبية"
"Passive politic","سياسة سلبية"
"Passive resistance","مُقاومة سلبية"
"Passivism","مُسالمة - سلبية"
"Patriot","مواطن"
"Patriotism","حبّ الوطن"
"Peace advantages","فوائد السلام"
"Peace ballot","اقتراع بشأن عقد الصلح"
"Peace makers","صُنّاع السلام"
"Peace of braves","سلام الشجعان"
"Peace offer","عرض للسلام"
"Peace process","عملية السلام"
"Peace proposal","اقتراح للسلام"
"Peace strategy","استراتيجية السلام"
"Peace talks","محادثات السلام"
"Peace treaty","معاهدة سلام"
"Peace treaty","مُعَاهَدَة سَلَام"
"Peaceful coexistence","تعايش سلمي"
"Peaceful demonstration","مُظاهرة سلمية"
"Peaceful nation","أمة مُسالمة"
"Peaceful nation","أمة مُسْلمة"
"Peaceful relations","علاقات سلام"
"Peaceful use of atomic energy","استخدام سلمي للطاقة الذرية"
"Peaceful use of nuclear energy","استخدام سلمي للطاقة النووية"
"People Assembly","مجلس الشعب"
"People ballot","اقتراع شعبي"
"People common culture","الثقافة المشتركة للشعوب"
"People common interests","المصالح المشتركة للشعوب"
"People patrimonies","موروثات الشعوب"
"People veto","رفض شعبي"
"People will","إرادة الشعوب"
"people","الشعوب"
"Per fro","بالنيابة عن..."
"Perception of world problems","تبصّر بالمسائل الدولية"
"Perfectionism","مذهب المثاليين"
"Perform (to) diplomatic communications","يُجري الاتصالات الدبلوماسية"
"Permanent delegate","مندوب دائم"
"Permanent diplomatic mission","بعثة دبلوماسية دائمة"
"Permanent diplomatic","بعثة دبلوماسية دائمة"
"Permanent mission","مهمة دائمة"
"Permanent mission","مُهمّة دائمة"
"Perpetual exile","نفي مؤبد"
"Persecute (to) political prisoners","يضطهد السجناء السياسيين"
"Play (to) an important diplomatic role","يلعب دوراً دبلوماسياً هاماً"
"Play (to) on words","يُتلاعب بالألفاظ"
"Plead (to) in abatement","يدفع ببطلان الإجراءات القانونية"
"Plead (to) in abatement","يَدْفَعُ بِبَطَلانِ الإِجْرَاءَاتِ القَانُونِيَّةِ"
"Plebiscite","استفتاء عام"
"Plenary power","سلطة مطلقة"
"Plenary power","سلطة مُطلقة"
"Plenary session","جلسة تامة (بحضور جميع الأعضاء)"
"Plenipotentiary","مُفوض بمطلق الصلاحيات"
"Plenipotentiary","مُفَوَّض بمطلق الصلاحيات"
"Pluralism of parties","تعددية الأحزاب"
"Pluralism","تعددية"
"Plurality of political parties","تعدد الأحزاب السياسية"
"Police office","مركز الضابطة"
"Policy of appeasement","سياسة التهدئة"
"Policy of good neighborly relations","سياسة حسن الجوار"
"Policy","سياسة"
"Politic office","مكتب الشرطة - الضابطة"
"Political acquisitions","مكاسب سياسية"
"Political activity","نشاط سياسي"
"Political anarchy","فوضى سياسية"
"Political argument","جدال سياسي"
"Political assassination","اغتيال سياسي"
"Political assembly","جمعية سياسية"
"Political asylum","ملجأ سياسي"
"Political attaché","ملحق سياسي"
"Political bargain","مُساومة سياسية"
"Political believes","مُعتقدات سياسية"
"Political center","مركز سياسي"
"Political circles","أوساط سياسية"
"Political circular","منشور سياسي"
"Political circular","نشرة سياسية"
"Political class","طبقة سياسية"
"Political Coalition","ائتلاف سياسي"
"Political committee","لجنة سياسية"
"Political competency","اختصاص سياسي"
"Political conflicts sources","أسباب النزاعات السياسية"
"Political confrontations","مُواجهات سياسية"
"Political corps","هيئة سياسية"
"Political corruption","فساد سياسي"
"Political credo","عقيدة سياسية"
"Political crime","جريمة سياسية"
"Political criticism","نقد سياسي"
"Political debates","مناظرات سياسية"
"Political debates","مُناظرات سياسية"
"Political defeat","هزيمة سياسية"
"Political delegation","وفد سياسي"
"Political demarches","مَساعي سياسية"
"Political democracy","ديموقراطية سياسية"
"Political demonstration","مُظاهرة سياسية"
"Political dependency","تبعية سياسية"
"Political despotism","استبداد سياسي"
"Political dialogue","جوار سياسي"
"Political dialogue","جِوار سياسي"
"Political directions","توجيهات سياسية"
"Political disagreement","خلاف سياسي"
"Political divergence","تشعب – اختلاف سياسي"
"Political editor","كاتب سياسي"
"Political elite","نُخبة سياسية"
"Political environment","جوّ سياسي"
"Political envoy","مبعوث دولي"
"Political envoy","مَبْعُوث دُولِي"
"Political equilibrium","توازن سياسي"
"Political espionage","تجسّس سياسي"
"Political existence","تواجد على الساحة السياسية"
"Political experts committee","لجنة الخبراء السياسيين"
"Political factors","عوامل سياسية"
"Political facts report","تقرير بالوقائع السياسية"
"Political festival","مهرجان سياسي"
"Political framework","إطار سياسي"
"Political functions","مهام سياسية"
"Political goals","أهداف سياسية"
"Political hierarchy","تسلسل سياسي"
"Political hostage","رهينة سياسية"
"Political immunity","حصانة سياسية"
"Political influence","نفوذ سياسي"
"Political information","معلومات سياسية"
"Political instability","عدم استقرار سياسي"
"Political institutions","مؤسسات سياسية"
"Political integration","تكامل سياسي"
"Political intrigue","دسيسة سياسية"
"Political investigation","استقصاء سياسي"
"Political leadership","قيادة سياسية"
"Political liberty","حرية سياسية"
"Political life expectations","توقّعات مُنحنى الحياة السياسية"
"Political links","روابط سياسية"
"Political march","مسيرة سياسية"
"Political maturity","نضوج سياسي"
"Political mission","مهمة سياسية"
"Political movements","حركات سياسية"
"Political obstacles","عقبات سياسية"
"Political offences","إساءات سياسية"
"Political opinion","رأي سياسي"
"Political opposition","مُعارضة سياسية"
"Political opposition","مُعَارِضَة سِيَاسِيَّة"
"Political orientation","توجيه سياسي"
"political parties","السياسية"
"Political parties","أحزاب سياسية"
"Political phenomena","ظاهرة سياسية"
"Political philosophy","فلسفة السياسة"
"Political plot","مؤامرة سياسية"
"Political point of view","وجهة نظر سياسية"
"Political police forces role","دور الشرطة السياسية"
"Political policy making body","الهيئة المختصة بوضع الخطط السياسية"
"Political post","منصب سياسي"
"Political power","سلطة سياسية"
"Political powers balance","ميزان السلطات السياسية"
"Political predominance","سيطرة سياسية"
"Political pressures","ضغوط سياسية"
"Political primacy","تفوق سياسي"
"Political prisoner in reclusion","سجين سياسي في الحجز الانفرادي"
"Political prisoners amnesty","عفو عام عن المجرمين السياسيين"
"Political prisoners rights","حقوق السجناء السياسيين"
"political problems","السياسية الدولية"
"Political progress","تقدّم في المجال السياسي"
"Political public auditor","مرجع سياسي عام"
"Political reform","إصلاح سياسي"
"Political refugee","لاجئ سياسي"
"Political regime","نظام سياسي"
"Political report","تقرير سياسي"
"Political representation","تمثيل سياسي"
"Political repression","قمع سياسي"
"Political resolution","قرار سياسي"
"Political resolutions","قرارات سياسية"
"Political responsibility","مسؤولية سياسية"
"Political risks","مخاطر سياسية"
"Political rivalry","مُنافسة سياسية"
"Political settlement","تسوية سياسية"
"Political side of negotiations","الجانب السياسي للمفاوضات"
"Political situation","الوضع السياسي"
"Political speech","خطاب سياسي"
"Political stability","استقرار سياسي"
"Political statement","بيان سياسي"
"Political supervision","رقابة سياسة"
"Political supervision","رقابة سياسية"
"Political system","نظام سياسي"
"Political tactics","خطط سياسية"
"Political theory","نظرية سياسية"
"Political trouble","اضطراب سياسي"
"Political turbulence","شغب سياسي"
"Political unity","وحدة سياسية"
"Political violence","عنف سياسي"
"Political wisdom","جنكة سياسية"
"Political wisdom","حِنكة سياسية"
"Political workshop","حلقة عمل أو سياسية"
"Political workshop","حلقة عمل سياسية"
"Politician","سياسي مُحنّك"
"Politicize (to) international investigations","يُسيّس التحقيقات الدولية"
"Politicize (to) international investigations","يُسَيِّس التحقيقات الدولية"
"Politics","علوم سياسية"
"Poll (to) public opinion","يستفتي الرأي العام"
"Poll or survey","استطلاع الآراء"
"Popular control","رقابة شعبية"
"Popular participation","مُشاركة شعبية"
"Popular protest","احتجاج شعبي"
"Popular referendum","استفتاء شعبي"
"Popular resistance","مقاومة شعبية"
"Popular solidarity","تضامن شعبي"
"Popular sovereignty","السيادة الشعبية"
"Popular uprising","انتفاضة شعبية"
"Population of colonies","شعوب المستعمرات"
"Population of colonies","سُكَّان المستعمرات"
"Population of metropolis","شعب أو سكان العاصمة"
"Population","شعوب أو سكان"
"Position through election","منصب بموجب الانتخاب"
"Positive diplomatic attitude","موقف دبلوماسي ايجابي"
"Positive neutrality","حياد ايجابي"
"Positive political pole","قطب سياسي ايجابي"
"Positive solution of international problems","حلّ إيجابي للمشكلات الدولية"
"Postpone (to) the meeting","يُرجئ الجلسة"
"Postpone (to) the meeting","يُرجِئُ الجلسة"
"Powerful government","حكومة ذات سلطة"
"Powerful states","دول ذات سيادة"
"Pre convinced decisions","قرارات مُعدّة مسبقاً"
"Pre war preparations","تحضيرات ما قبل الحرب"
"Pre-elections procedures","إجراءات التحضير للانتخابات"
"Precedence over ..","الأولوية على.."
"Preference right","حقّ الأفضلية"
"Preference right","حَقّ الأفضلية"
"Prejudiced diplomatic attitude","موقف دبلوماسي مُتحامل"
"Prejudiced political attitude","موقف سياسي مُتحامل"
"Preliminary decision","قرار تمهيدي"
"Preliminary meeting","اجتماع تمهيدي"
"Preliminary negotiations","مُفاوضات تمهيدية"
"Preponderant electoral voice","صوت انتخابي مُرجّح"
"Preponderant electoral","صوت انتخابي مُرجّح"
"Prerogatives","مزايا"
"Presence in parliament","تواجد في المجلس النيابي"
"Present (to) a diplomatic solicitation","يتقدم بعريضة دبلوماسية"
"Present (to) a diplomatic solicitation","يتقدّم بعريضة دبلوماسية"
"Presentation of credentials","تقديم أوراق الاعتماد"
"Preservation of human rights","حماية حقوق الإنسان"
"Preservation of universal peace","حماية السلام العالمي"
"Preserve (to) peace","يحمي السلام"
"Preserve (to) state authority","يصون سلطة الدولة"
"Preserve (to) the constitutionality","يصون الدستورية"
"Preserve (to) the","يصون الدستورية"
"Preserve to) public security","يصون السلامة العامة"
"Presidency according age","رئاسة بموجب السن"
"Presidency race","سباق الرئاسة"
"Presidency","رئاسة"
"President of the republic","رئيس الجمهورية"
"President","رئيس الدولة"
"Presidential chamber","قاعة الشرف"
"Presidential decree","مرسوم رئاسي"
"Presidential investigations","تحقيقات رئاسية"
"Presidential palace","قصر الرئاسة"
"Presidential primacy","تفوق رئاسي"
"Presidential resolutions","قرارات رئاسية"
"Presidential responsibility","مسؤولية رئاسية"
"Presidential system","نظام حكم رئاسي"
"Presidents dialogue","جوار الرؤساء"
"Presidents dialogue","جِوار الرؤساء"
"Presidents meeting","اجتماع الرؤساء"
"Presidents summit","قمة الرؤساء"
"Press conference","مؤتمر صحفي"
"Press controversy","مُشادة صحفية"
"Press controversy","مُشَادَّة صحفية"
"Press mission","مهمة صحفية"
"Prevail (to) human rights","يُعزز حقوق الإنسان"
"Prevail (to) human rights","يُعَزِّز حقوق الإنسان"
"Prevent (to) atomic war","يمنع وقوع الحرب الذرية"
"Prevent (to) blood shed","يحقن الدماء"
"Prevent (to) blood shed","يحقّن الدماء"
"Prevent (to) political confrontations","يمنع المواجهات السياسية"
"Preventive political measures","تدابير سياسية وقائية"
"Primary negotiations","مفاوضات أولية"
"Primary session","جلسة أولية"
"Prime minister","رئيس الوزارة"
"Primitive societies","مجتمعات بدائية"
"Principle of equality between citizens","مبدأ المساواة بين المواطنين"
"Principle of equality between races and sex","مبدأ المساواة بين الأعراق والأجناس"
"Principle of equity","مبدأ الإنصاف"
"Principle of non discrimination","مبدأ عدم التمييز العنصري"
"Principle of non intervention","مبدأ عدم التدخل"
"Principle of superiority","مبدأ التفوق"
"Principle of the reciprocity of treatment","مبدأ التعامل بالمثل"
"Principle of the separation of powers","مبدأ الفصل بين السلطات"
"Principle of the supremacy of law","مبدأ سيادة القانون"
"Priority right","حقّ الأولوية"
"Priority right","حَقّ الأولوية"
"Prisoners amnesty","عفو عام عن السجناء"
"Private international law","القانون الدولي الخاص"
"Private media","إعلام خاص"
"Privation of political rights","حرمان من الحقوق السياسية"
"Proceedings","محضر جلسة"
"Procession","مَسيرة"
"Profanation","تدنيس حُرمة المقدسات"
"Prohibit (to) armament","يُحظّر التسلّح"
"Prohibit (to) using violence","يُحظّر استخدام العنف"
"Prohibit (to) war","يُحظّر اللجوء إلى الحرب"
"Prohibited path","ممر محظور"
"Prohibited zone","منطقة مُحرّمة"
"Prolonged negotiations","مُفاوضات مُطولة"
"Prolonged negotiations","مُفاوضات مُطوّلة"
"Prominent diplomatic personality","شخصية دبلوماسية بارزة"
"Promote (to) peace","يُعزز السلام"
"Promotion of diplomatic courtesy","تعزيز آداب التعامل الدبلوماسي"
"Promotion of human rights","تعزيز حقوق الإنسان"
"Promotion of peace","تعزيز السلام"
"Propaganda war","حرب دعائية"
"Proportional representation","تمثيل نسبي"
"Protection of antiquities","حماية الآثار"
"Protection of detainees","حماية الموقوفين"
"Protection of maternity and childhood","حماية الأمومة والطفولة"
"Protection of minorities","حماية الأقليات"
"Protection of refugees","حماية اللاجئين"
"Protection of women rights","حماية حقوق المرأة"
"Protest (to)","يحتج"
"Protest note","مُذكرة احتجاج"
"Protest note","مُذكّرة احتجاج"
"Protest right","حقّ الاحتجاج"
"Protest right","حَقّ الاحتجاج"
"Protocol book","سجل التشريفات"
"Protocol","نظام التشريفات"
"Provide (to) humanitarian aids","يُؤمّن المساعدات الإنسانية"
"Provide (to) humanitarian aids","يُؤمَّن المساعدات الإنسانية"
"Provisional government","حكومة مؤقتة"
"Provocative act","عمل استفزازي"
"Provocative aggression","عدوان استفزازي"
"Provocative diplomatic declaration","تصريح دبلوماسي استفزازي"
"Provocative political declaration","تصريح سياسي استفزازي"
"Provocative war","حرب استفزازية"
"Psychological effects of wars","الآثار النفسية للحروب"
"Psychological war","حرب نفسية"
"Public authority","سلطة عامة"
"Public confusion","شغب عام"
"Public integrity","السلامة العامة"
"Public integrity","السَلَامَة العامة"
"Public interest","الصالح العام"
"Public international law","القانون الدولي العام"
"Public opinion","رأي عام"
"Public order","نظام عام"
"Public relations","علاقات عامة"
"Public safety","أمن عام"
"Public session","جلسة علنية"
"Public utility","نفع عام"
"Pull (to) strings of political deliberations","يُحرّك خيوط المداولات السياسية"
"Pull (to) strings of political deliberations","يُحرِّك خيوط المداولات السياسية"
"Put aside (to) political differences","يضع الخلافات السياسية جانباً"
"Put end (to) to political disagreements","يضع نهاية للخلافات السياسية"
"Put end (to) to violence","يضع نهاية للعنف"
"Put end (to) to war","يضع نهاية للحرب"
"Qualified diplomatic circles","أوساط دبلوماسية مؤهلة"
"Qualified diplomatic circles","نشر"
"R","نشر"
"Racial annihilation","إبادة عرقية"
"Racial antagonism","خصومة عرقية"
"Racial conflict","نزاع عنصري"
"Racial conflict","نِزاع عنصري"
"Racial discrimination","تمييز على أساس العرق"
"Racial equality","مساواة عرقية"
"Racial integration","تكامل عرقي"
"Racial massacre","مذبحة عنصرية"
"Racial minority","أقلية عرقية"
"Racial segregation","فصل عنصري"
"Racism","عرقية أو عنصرية"
"Radicalism","مذهب الأحرار المتطرفين"
"Rapidity of international aid","سرعة الإغاثة الدولية"
"Rapidity of international intervention","سرعة التدخل الدولي"
"Rationalism","رجعية"
"Rationalism","رجعيّة"
"Re - election","إعادة الانتخاب"
"Re – election","إعادة الانتخاب"
"Re eligible","قابل لإعادة الانتخاب"
"Reach (to) mutual solution of the international crisis","يتوصل إلى حلّ مُشترك للأزمة الدولية"
"Reach (to) mutual understanding between states","يتوصل إلى تفاهم مُشترك بين الدول"
"Reactionary politics","سياسات رجعية"
"Rearmament","إعادة التسلّح"
"Rebellion of political prisoners","تمرد السجناء السياسيين"
"Rebellion of political prisoners","تمرّد السجناء السياسيين"
"Rebellion","عصيان - تمرد"
"Rebellion","عصيان – تمرّد"
"Rebuilding trust between countries","إعادة بناء الثقة بين الدول"
"Recall (to) the ambassador","يستدعي السفير"
"Reception","استقبال رسمي"
"Reciprocal duties between states","الواجبات المتبادلة بين الدول"
"Reciprocal duties between states","الواجبات المُتبادلة بين الدول"
"Reciprocal obligations between states","الالتزامات المتبادلة بين الدول"
"Reciprocal obligations","الالتزامات المتبادلة بين الدول"
"Recognize (to) individual liberties","يعترف بالحريات الفردية"
"Recognize (to) individual","يعترف بالحريات الفردية"
"Recommendations session","جلسة تلاوة التوصيات"
"Reconciliation committee","لجنة الصلح"
"Reconciliation disposition","استعداد للمصالحة"
"Reconciliation offer","عرض للصلح"
"Reconciliation treaty","معاهدة صلح"
"Reconciliation treaty","مُعَاهَدَة صَلَح"
"Record vote","تصويت قياسي"
"Recover (to) occupied territories","يسترد الأراضي المحتلة"
"Recover (to) occupied territories","يستردُّ الأراضي المحتلة"
"Rectify (to) the decree","يُنقح المرسوم"
"Red Crescent Organization","منظمة الهلال الأحمر"
"Red Cross Organization","منظمة الصليب الأحمر"
"Redaction of diplomatic report","إعداد التقرير الدبلوماسي"
"Redaction of diplomatic","إعداد التقرير الدبلوماسي"
"Redistribute (to) diplomatic missions","يُعيد توزيع المهام الدبلوماسية"
"Redistribution of diplomatic roles","إعادة توزيع المهام الدبلوماسية"
"Reduce (to) international pressures","يُخفف الضغوط الدولية"
"Reduce (to) international","يُخفف الضغوط الدولية"
"Referendum","استفتاء"
"Referring to international laws","بالرجوع إلى القوانين الدولية"
"Reform movement","حركة الإصلاح"
"Refuge","ملجأ"
"Refugees fate","مصير اللاجئين"
"Refugees safety","سلامة اللاجئين"
"Refugees safety","سَلَامَة اللاجئين"
"Regain (to) domination on strategic points","يستعيد السيطرة على المواقع الاستراتيجية"
"Regain (to) domination on","يستعيد السيطرة على المواقع"
"Regain (to) influence on boarders","يستعيد السيطرة على الحدود"
"Regardless political circumstances","السياسية"
"Regardless political","بصرف النظر عن الظروف السياسية"
"Regime","نظام حكومي"
"Regional agreement","اتفاق إقليمي"
"Regional authority","سلطة إقليمية"
"Regional autonomy","استقلال إقليمي"
"Regional autonomy","نشر"
"Regional council","مجلس إقليمي"
"Regional laws","قوانين محلية"
"Regional policy","سياسة محلية"
"Regionalism","إقليمية"
"Regroup (to) military forces","يُعيد تجميع القوات العسكرية"
"Rehabilitation","ردّ اعتبار"
"Reign of terror","حكم بالإرهاب"
"Reign","حكم"
"Reinforce (to) diplomatic relations","يُعزّز العلاقات الدبلوماسية"
"Reinforce (to) diplomatic situation","يُعزّز الموقف الدبلوماسي"
"Reinforce (to) diplomatic","يُعزز العلاقات الدبلوماسية"
"Reinforce (to) diplomatic","يُعزز الموقف الدبلوماسي"
"Reinforce (to) national identity","يُعزّز الهوية القومية"
"Reinforce (to) national","يُعزز الهوية القومية"
"Reject (to) experts finding","يرفض مطالعة الخبراء"
"Reject (to) political decision","ينبذ (يرفض) القرار السياسي"
"Relation between power and political parties","العلاقة بين السلطة والأحزاب السياسية"
"Relation between power and","العلاقة بين السلطة والأحزاب"
"Relations at ambassadors level","علاقات على مستوى السفراء"
"Relations at ambassadors","علاقات على مستوى السفراء"
"Relations at reciprocity basis","علاقات على أساس التعامل بالمثل"
"Relations at reciprocity","علاقات على أساس التعامل بالمثل"
"Relative to diplomatic talks","متعلّق بالمباحثات الدبلوماسية"
"Relative to diplomatic talks","مُتَعَلِّق بالمباحثات الدبلوماسية"
"Release (to) detained","يُطلق سراح المُحتجزين"
"Release (to) political prisoners","يُطلق سراح السجناء السياسيين"
"Release (to) political prisoners","يُخلي سبيل السجناء السياسيين"
"Relief coordinator","مُنَسّق أعمال الإغاثة"
"Relief coordinator","مُنَسِّق أعمال الإغاثة"
"Relief operations","عمليات الإغاثة"
"Religious dialogue","جِوار الأديان"
"Religious dialogue","حِوار الأديان"
"Religious tolerance","تسامح ديني"
"Repartition of political functions","توزيع الوظائف - المهام السياسية"
"Repartition of political functions","توزيع الوظائف – المهام السياسية"
"Repatriate (to)","يُعيد إلى الوطن"
"Repatriation of refugees","توطين اللاجئين"
"Reporter","مراسل صحفي"
"Represent (to) authority","يُمثِّل السلطة"
"Representative government","حكومة تمثيلية"
"Repress (to) from comment","يمتنع عن التعليق"
"Repress (to) the disorders","يقمع الاضطرابات"
"Repress (to) the opposition","يقمع المعارضة"
"Repress (to) the resistance","يقمع المقاومة"
"Reprisals","ب"
"Reprisals","أعمال انتقامية"
"Republic system","نظام حكم جمهوري"
"Republic","جمهورية"
"Republican decree","مرسوم جمهوري"
"Republican government","حكومة جمهورية"
"Republican party","حزب جمهوري"
"Republican","جمهوري الانتماء"
"Required majority","الأغلبية المطلوبة"
"Rescue (to) war captives","يُنقذ أسرى الحرب"
"Reserved decision","قرار متحفظ"
"Reserved decision","قرار مُتحفّظ"
"Reservedly","بتحفظ"
"Residency site","مكان الإقامة"
"Residency","إقامة في بلد"
"Resist (to) to international pressures","يُقاوم الضغوط السياسية"
"Resist (to) to political oppression","يُقاوم القمع السياسي"
"Resistance movement","حركة المقاومة"
"Respect (to) cultural values","يحترم القيم الثقافية"
"Respect (to) human dignity","يحترم الكرامة الإنسانية"
"Respond ( to) to people aspirations","يتجاوب مع تطلعات الشعوب"
"responsibilities","الدبلوماسية"
"Responsible source of information","مصدر مسؤول عن المعلومات"
"Restitution of liberty","استعادة الحرية"
"Restitution of peace talks","إحياء محادثات السلام"
"Restrain forces","قوّات القمع"
"Restricted area","منطقة مقيدة"
"Restricted area","منطقة مقيّدة"
"Restriction of free discussions and criticism","تقييد حرية النقاش والنقد"
"Restriction of liberties","تقييد الحريات"
"Restriction of the liberty of speech and expression","تقييد حرية الكلام والتعبير"
"Retrace (to) boarders","يُعيد ترسيم الحدود"
"Retrieve (to) occupied territories","يستعيد الأراضي المحتلة"
"Reveal (to) the gravity of political situation","يكشف عن خطورة الوضع السياسي"
"Revolution command council","مجلس قيادة الثورة"
"Revolution court","محكمة الثورة"
"Revolution","ثورة"
"Revolutionary","ج"
"Right of asylum","حقّ اللجوء السياسي"
"Right of command","حَقّ إصدار الأوامر"
"Right of deliberation and discussion","حقّ المداولة والنقاش"
"Right of deliberation and discussion","حَقّ المداولة والنقاش"
"Right of election","حق الانتخاب"
"Right of election","حَقّ الانتخاب"
"Right of entry","حقّ الدخول لدولة أخرى"
"Right of entry","حَقّ الدخول لدولة أخرى"
"Right of guardianship","حقّ القوامة أو الوصاية"
"Right of guardianship","حَقّ القوامة أو الوصاية"
"Right of participation in power","حقّ المشاركة في السلطة"
"Right of participation in power","حَقّ المشاركة في السلطة"
"Right of passage across regional territories","حقّ المرور بالأراضي الإقليمية"
"Right of passage across regional territories","حَقّ المرور بالأراضي الإقليمية"
"Right of possession","حقّ التملك"
"Right of possession","حَقّ التملك"
"Right of presiding","حق التروس"
"Right of presiding","حَقّ التروّس"
"Right of self defense","حقّ الدفاع عن النفس"
"Right of self defense","حَقّ الدفاع عن النفس"
"Right of speech and expression","حَقّ التعبير والكلام"
"Right of vote","حَقّ التصويت"
"Right to ask for grace","حقّ التماس العفو"
"Right to ask for grace","حَقّ التماس العفو"
"Right to assembling","حَقّ التجمع"
"Right to communications","حق إجراء الاتصالات"
"Right to communications","حَقّ إجراء الاتصالات"
"Right to demonstrate","حقّ التظاهر"
"Right to demonstrate","حَقّ التظاهر"
"Right to express one's opinion","حقّ التعبير عن الرأي"
"Right to express one's opinion","حَقّ التعبير عن الرأي"
"Right to have recourse to judiciary","حقّ اللجوء إلى السلطات القضائية"
"Right to have recourse to justice","حقّ اللجوء للعدالة"
"Right to medical services","حقّ الاستفادة من الخدمات الصحية"
"Right to medical services","حَقّ الاستفادة من الخدمات الصحية"
"Right to promotion","الحقّ في الترقية"
"Right to social services","حقّ الاستفادة من الخدمات الاجتماعية"
"Right to social services","حَقّ الاستفادة من الخدمات الاجتماعية"
"Right to the initiative","حقّ المبادرة"
"Rightist parties","أحزاب اليمين"
"Rightist politician","سياسي يميني"
"Rightist","يميني"
"Rigid constitution","دستور صارم"
"Risk of rupture of diplomatic relations","خطر قطع العلاقات الدبلوماسية"
"Risks on international peace","مخاطر على السلام العالمي"
"Rocket","صاروخ"
"Rockets attacks","هجمات صاروخية"
"Role of political parties in government","دور الأحزاب السياسية في الحكومة"
"Rotating presidency","رئاسة بالتناوب"
"Round table meeting","اجتماع المائدة المستديرة"
"Roving ambassador","سفير مُتَجَوَّل"
"Roving ambassador","سفير مُتَجَوِّل"
"Royal honors","مراسم التشريفات الملكية"
"Run (to) over events","يستعرض مجرى الأحداث"
"Run over (to) political events","يستعرض الأحداث السياسية"
"Running political events","الأحداث السياسية الجارية"
"Rupture of diplomatic negotiations","قطع المفاوضات الدبلوماسية"
"Rupture of diplomatic relations","قطع العلاقات الدبلوماسية"
"Rush attack","هجوم مفاجئ"
"S","نشر"
"Sabotage","تخريب المنشآت العامة"
"Sacred national duty","واجب وطني مُقدس"
"Safeguard (to) civilians","يحمي المدنيين"
"Safeguard (to) the country","يحمي الوطن"
"Safeguard (to) the state","يحمي الدولة"
"Safeguard (to)","يحمي"
"Safeguard of civilians","حماية المدنيين"
"Safeguard of territories","حماية الأراضي"
"Satellite broadcasting","إذاعة بواسطة الأقمار الصناعية"
"Satellite state","دولة تابعة سياسياً"
"Satellites war","حرب الفضائيات"
"Scale of civilization","سلّم الحضارة"
"Secret agent","عميل سري"
"Secret ballot","اقتراع سري"
"Secret ballot","اقتراع سرّي"
"Secret clause in talks","بند سري في المباحثات"
"Secret diplomatic talks","مباحثات دبلوماسية سرية"
"Secret diplomatic talks","مباحثات دبلوماسية سريّة"
"Secret mission","مهمة سرية"
"Secret mission","مهمّة سريّة"
"Secret negotiations","مُفاوضات سرية"
"Secret negotiations","مُفاوضات سريّة"
"Secret police","بوليس (شرطة) سري"
"Secret report","تقرير سري"
"Secret report","تقرير سرّي"
"Secret session","جلسة سرية"
"Secret session","جلسة سريّة"
"Secretary of state","وزير دولة"
"Sectarian commotion","فتنة طائفية"
"Sectarian commotion","فِتنة طائفية"
"Security Council","مجلس الأمن"
"Security guard","حارس أمني"
"Security measures","إجراءات أمنية"
"Security of information","أمن المعلومات"
"Security official","مسؤول أمني"
"Security provisions","تدابير أمنية"
"Security","أمن"
"Seizure of power","استيلاء على السلطة"
"Self subordination to law","خضوع إرادي للدولة"
"Semi sovereign state","دولة شبه مُستقلّة"
"Senate resolution","قرار من مجلس الشيخ"
"Senate","مجلس الشيوخ"
"Senator","نائب في مجلس الشيوخ"
"Senior advisor","رئيس المستشارين"
"Senior consultant","رئيس المستشارين"
"Senior member of parliament","العضو الأكبر سنًا في المجلس النيابي"
"Senior member of parliament","العضو الأكبر سنّاً في المجلس النيابي"
"Senior political delegate","كبير المندوبين السياسيين"
"Separation between governmental powers","الفصل بين السلطات الحكومية"
"Separation between power and political parties","الفصل بين السلطة والأحزاب السياسية"
"Separation of forces","فصل القوات"
"Separation of forces","فصل القوّات"
"Separation of powers","فصل السلطات"
"Separatism","انفصالية"
"Separatist","انفصالي"
"Sequels of wars","عواقب الحروب"
"Serious restrictions","قيود صارمة"
"Serve (to) peace","يخدم السلام"
"Settle (to) states disputes","يُسَوِّي النزاعات بين الدول"
"Settlement by arbitration","تسوية بطريق التحكيم"
"Shadow cabinet","وزارة ظلّ"
"Shadow of war","شبح الحرب"
"Share (to) point of views","يشترك بوجهات النظر"
"Sharp political influence","نظام سياسي صارم"
"Significant diplomatic gesture","خطوة دبلوماسية ذات أهمية"
"Simultaneous immunities","حصانة مزدوجة"
"Sit down strike","اعتصام"
"situation","السياسيين"
"Skirmish military force","قوّة عسكرية مُناوشة"
"Skirmish military force","قوّة عسكرية مُناوَشة"
"Social discrimination","تمييز بين الطبقات الاجتماعية"
"Social order","نظام اجتماعي"
"Socialism","اشتراكية"
"Socialist government","حكومة اشتراكية"
"Socialist party","حزب اشتراكي"
"Socialist principle","مبدأ اشتراكي"
"Socialist","اشتراكي"
"Solicit (to) international community opinion","يلتمس رأي المجتمع الدولي"
