"English Term","Arabic Term"
"report","منشور، نشرة (إعلامية)"
"reporter, correspondent","مقرر، مراسل صحفي مندوب (الصحيفة)"
"reporter, speaker of the committee","متحدث بلسان اللجنة"
"reporter","مخبر صحفي، مراسل"
"represent (to)","مثل، قام مقام، نائب عن"
"representative function","دور تشيلي"
"representative house, chamber of deputées, parliament","مجلس النواب"
"representative in the united nations","ممثل في الأمم المتحدة"
"representative mandatory","منتدب برلماني"
"representative post","منصب تشيلي"
"representative seat","مقعد برلماني"
"representative, deputy, MP","نائب"
"representative","ممثل، مندوب، نيابة"
"representative","منتدب، مكلف، (مبعوث)"
"repression analysis","تحليل الإنحدار"
"repression coefficient","معاملات (معامل) الإنحدار"
"repression equation","تعادل الإنحدار"
"repression","ردع، قمع"
"reprieve plea","طلب العفو"
"reprieve right","حق العفو"
"reprieve","إعفاء، عفو، تأجيل الحكم، تخفيف الحكم"
"reprisal","انتقام، ثأر، عقوبة انتقامية"
"reproduction","إعادة الإنتاج، تجدد الإنتاج"
"republic of central Africa","جمهورية وسط أفريقيا"
"Republic of Chad","جمهورية تشاد"
"Republic of Colombia","جمهورية كولومبيا"
"Republic of Congo","جمهورية الكونغو"
"Republic of Cuba","جمهورية كوبا"
"Republic of Ecuador","جمهورية الإكوادور"
"republic of France","الجمهورية الفرنسية"
"Republic of Gabon","جمهورية الغابون"
"Republic of Ghana","جمهورية غانا"
"republic of Iceland","جمهورية إيسلندا"
"republic of India","جمهورية الهند"
"republic of Indonesia","جمهورية إندونيسيا"
"republic of Iraq","الجمهورية العراقية"
"republic of Kenya","جمهورية كينيا"
"republic of Liberia","جمهورية ليبيريا"
"republic of Malta","جمهورية مالطا"
"republic of Mexico","جمهورية المكسيك"
"republic of Nicaragua","جمهورية نيكاراجوا"
"republic of Niger","جمهورية النيجر"
"republic of North Korea","جمهورية كوريا الشمالية"
"republic of Pakistan","جمهورية الباكستان"
"republic of Peru","جمهورية البيرو"
"republic of Philippines","جمهورية الفلبين"
"republic of San Marino","جُمْهُورِيَّة سان مارينو"
"republic of Singapore","جُمْهُورِيَّة سنغافورة"
"republic of South Korea","جمهورية كوريا الجنوبية"
"republic of Togo","جمهورية توجو"
"republic of Tunisia","الجمهورية التونسية"
"Republic of Uganda","جمهورية أوغندا"
"Republic of Uruguay","جمهورية الأوروغواي"
"Republic of Venezuela","جمهورية فنزويلا"
"republic","جمهورية"
"republican party (in the United States)","الحزب الجمهوري (في الولايات المتحدة الأمريكية)"
"republican regime","نظام جمهوري، المذهب (النزعة) الجمهوري"
"republican, adj.","جمهوري (صفة)"
"republican","جمهوري"
"reputation","سعة، شهرة، صيت"
"request (to)","يطلب، يلتمس"
"request","طلب، التماس"
"requirement","مستلزم، مقتضى (ج مقتضيات)"
"requisition (to)","إستولى، صادر، إغتصب"
"requisition","إستيلاء، مصادرة"
"research department","دائرة الأبحاث"
"research institute","معهد أبحاث"
"research policy","سياسة الأبحاث"
"research worker","باحث"
"research-development","بحث وتطوير"
"research","بحث (ج أبحاث)"
"reserve army","الجيش الإحتياطي"
"reserve capital","رأس مال احتياطي"
"reserve forces","الإحتياط، قوات احتياطية، قوة رديفة"
"reserve officer","ضابط الإحتياط"
"reserve","الإحتياط"
"reservist","جندي احتياطي، رديف"
"residence","مكان إقامة الدبلوماسي، محل الإقامة"
"resident (diplomatic)","المقيم، سفير مقيم"
"resign (to)","ألغى، أنهى، فسخ، أنذر تنازل، اعتزل"
"resign because of political conflicts","يستقبل بسبب خلافات سياسية"
"resignating cabinet","وزارة مستقبله"
"resignation cause","سبب (دوافع) الإستقالة"
"resignation from the cabinet","الإستقالة من مجلس الوزراء"
"resignation from the office","الإستقالة من المهام"
"resignation letter","كتاب الاستقالة"
"resignation letters","كتاب الإستقالة"
"resignation of the government","الحكومة المستقيلة"
"resignation of the minister","إستقالة الوزير"
"resignation of the president","استقالة (استعفاء أو تنازل) الرئيس"
"resignation report","بيان الإستقالة"
"resignation right","حق الفسخ (أو الإلغاء أو التراجع عن اتفاقية)"
"resignation","إستقالة، اعتزال، تراجع"
"resigned government","حكومة مستقيلة"
"resigned","مستقبل، مستعف"
"resigning minister","الوزير المستقيل"
"resist (to)","صدّ، قاوم، أوقف، حدّ"
"resistance","مقاومة، دفاع، مدافعة، صمود، صدّ"
"resistant","مقاوم، صامد"
"resolute, adj.","حازم، يحزم (صفة)"
"resolutely, adj.","حازم، عازم، مصمم (مصمم)"
"resoluteness","حزم، عزم، تصميم"
"resolution related to the security council","قرار (توصية) مجلس الأمن"
"resolution","قرار، توصية"
"resolve (to)","رُفع، أزال، سوى، صفى"
"respect (to)","التزم، حافظ، راعى"
"respect for the contract","إحترام مُعَاهَدَة"
"respect in the party","مكانة، هيبة، اعتبار داخل الحزب"
"respite supervision in Palestine","تأجيل مراقبة الهدنة في فلسطين"
"respite supervision of the united nations","تأجيل المراقبة الأمم المتحدة"
"responsibility before the parliament","المسؤولية أمام البرلمان"
"responsibility of the minister","مسؤولية الوزير"
"responsibility towards the electors","ثِقَةُ النَّاخِبَيْنِ"
"restarting of the negotiation","متابعة (مواصلة) المُفَوَّضَات"
"restitution","إعادة، رد، إرجاع"
"restoration of balance","إعادة التوازن"
"restoration of order","إعادة النظام"
"restoration of peace","إعادة السلام"
"restoration","تحديد، إحياء، إصلاح، استعراض (رجوع أو إرجاع سلالة ملكية إلى العرش أو الحكم)"
"restore (to)","أصلح، صحح"
"restore the contacts","إعادة الاتصالات"
"restrain someone's power","حدّ من (قلل) السلطة"
"restrict (to)","حصر، أخرج، حدد، قيد، يضيق"
"restricted nuclear conflict","نزاع (حرب) نووي محدود"
"restricted, limited authority","وكالة (سلطة) محدودة"
"restriction of ammunition","تحديد التسلُّح"
"restriction of armament race","الحد من سباق التسلح"
"restriction of nuclear attempts","الحد من التجارب النووية"
"restriction politics","سياسة الحصر والتقييد"
"restriction","قيد (ج قيود) تحديد، حصر، تضييق"
"restrictive clause","شرط (بند) الحرمان"
"restrictive, adj.","تقييدي، محدد، حاصر (صفة)"
"result of the vote","نتيجة الإقتراع"
"result","نتيجة، عاقبة"
"resume (to)","مضى، أكمل"
"resumption of the relationships","استئناف العلاقات"
"retaliation","ضربة مضادة رد العدوان"
"retard (to)","أجل، أرجأ، أخّر، أعاق، ماطل"
"retinue of the president","حاشية الرئيس"
"retinue","حاشية، موكب"
"retirement fees","ضمان تعاقدي"
"retorting","المقابلة بالمثل، رد الثروة، مقابلة السيئة بمثله، قلب البرهان على صاحبه"
"retraining from the contract","الإنسحاب من مُعَاهَدَة"
"retreat (to)","انسحب، تراجع"
"retreat line","الخط الخلفي"
"retreat skirmish","قتال (معركة) التقهقر"
"retreat","انسحاب، تراجع، تقهقر"
"retroactive","رجعي"
"retrograde, adj.","رجعي (صفة)"
"retrograde","رجعية"
"return conquest","احتلال"
"return visa","تَأْشِيرَة عودة"
"return-shock, repercussion","رد فعل، ارتداد صدمة، صدمة معاكسة"
"return","استرجاع، استعادة، عودة"
"returning to the government","العودة إلى الحكومة (السلطة)"
"reunion of council members","اجتماع أعضاء المجلس البلدي"
"reunion","اجتماع المجلس"
"reunite (to)","يعيد التوحيد"
"revaluation of the currency","تقييم العملة"
"revaluation of the English Pound","إعادة تقدير الجنيه الإسترليني"
"revaluation","إعادة التقدير"
"reveal","كشف، فضح"
"revenge addiction","حب الانتقام"
"revenge","ثأر، انتقام"
"revenue sharing","توزيع الضرائب"
"revenues","الدخل القومي"
"reversal of opinion","تقلب الرأي"
"revirement","تعديل، تبديل، تغيير"
"revise (to)","راجع، أعاد النظر في ...، صحيح"
"revision, review","مراجعة"
"revision","مراجعة، إعادة النظر في ...، تعديل، تنقيح"
"revisionism","إصلاحية، تعديلية (نزعة إعادة النظر في أسس نظرية أو دستور)"
"revisionist, adj.","إصلاحي، تعديلي (صفة)"
"revisionist","مناصر لمذهب التعديلية (رجع المادة السابقة)"
"revoke a statement","يسحب و(يرجع عن أو تراجع عن) التصريح"
"revolt (to)","ترد، ثار، أغضب، أغاظ"
"revolt of the people","ترد، ثورة، انتفاضة (الشعب)"
"revolt of the proletariat","ترد، ثورة، انتفاضة البروليتاريا"
"revolt of the workers","ثورة، عصيان العمال"
"revolt","ترد، ثورة، عصيان، تحري، انتفاضة"
"revolution advice","مجلس (قيادة) الثورة"
"revolution leadership","قيادة الثورة"
"revolution, insurrection","ثورة، عصيان"
"revolution","ثورة، انقلاب، تغيير كامل"
"revolutionary achievement, gains","الْمَكَاسِبَ الثَّوْرِيَّةَ"
"revolutionary adventure","مغامرة ثورية"
"revolutionary agitation","هياج ثوري"
"revolutionary democratic dictatorship","ديكتاتورية ثورية ديموقراطية"
"revolutionary dictatorship","ديكتاتورية ثورية"
"revolutionary wing","جَنَاح ثوري"
"revolutionary worker's movement","حركة عمالية ثورية"
"revolutionary, adj.","ثوري (صفة)"
"Rhodes","جزيرة رودس"
"Rhodesia","روديسيا"
"Riad, capital of the Kingdom Of Saudi Arabia","الرياض، عاصمة المملكة العربية السعودية"
"right (law) to choose the kind of work","الحق في اختيار العمل"
"right (law) to work","الحق في العمل"
"right (limited...of vote)","حق تصويت محدود"
"right of codetermination","حق اشتراك العمال في إدارة المصنع"
"right of collective vote","حق الاقتراع الجماعي (نظام انتخابي يمنح عدة أصوات للناخب نفسه)"
"right of double vote","حق تصويت مزدوج (ثنائي)"
"right of sanctuary","حق اللجوء"
"right of self-determination","حق تقرير المصير"
"right of succession","حق المطالبة بالخلافة"
"right to expropriate, right to confiscate","حق المصادرة"
"right to vote","حق الاقتراع (التصويت)"
"right-wing extremism","اليمين المتطرف"
"right-wing party","حزب يميني (اليمين)"
"right-wing radicalism","التطرف اليميني، الراديكالية اليمينية"
"right-wing, adj.","يميني (صفة)"
"right","خاص باليمين أو القانون"
"righteous","نزاهة، استقامة، أمانة، صدق"
"righteousness","شرعية، إنصاف، مشروعية، عدل"
"rightism politics","سياسة يمينية (ذات اتجاه يميني)"
"rightism, adj","ذات اتجاه يميني (صفة)"
"rights of minorities","حقوق الأقليات"
"rigor","صلابة، صرامة، تشدد، سطوة"
"rigorous procedures","إجراءات صارمة"
"rigorously, adj.","صارم، شديد، قاس، عنيف، حاد (صفة)"
"Rio de Janeiro (capital of Brasil)","ريو دي جانيرو (عاصمة البرازيل)"
"riot","شغب، ضوضاء، ضجة"
"rip in the party","انقسام في داخل الحزب"
"rip","صدع، فجوة، شق، ثغرة، انشقاق، انفصال، انقسام"
"risk of war","مجازفة الحرب"
"risky period","مرحلة خطيرة"
"rival (to)","نافس، زاحم، بارى، جارى"
"rival candidate","مرشح مضاد"
"rival","منافس، خصم، مزاحم"
"rivalry","منافسة، مزاحمة، مباراة، مجاراة"
"River of jordanie, Jordanian river","(نهر) الأردن"
"roar of artillery","دوي المدافع"
"rocket armaments","تسليح الصواريخ"
"rocket arms race","سباق التسلح بالصواريخ"
"rocket arms restriction","تحديد تسلح بالصواريخ"
"rocket arms","الأسلحة الصاروخية"
"rocket arsenal","ترسانة صواريخ"
"rocket attack","هجوم صاروخي"
"rocket attempt","التجارب (الاختبارات) الصاروخية"
"rocket store","مخزن (مخبأ) الصواريخ"
"rocket","صاروخ"
"rockets guided by sub-marines","صَوَارِيخ موجهة (مقدّوفة) من الغواصات"
"rod officer","ضابط أركان حرب"
"rod","قضيب"
"rogatory letters","التماس، إنابة قضائية"
"role","دور"
"rollback-politic","سياسة تنزيل الأسعار"
"roman convention","المعاهدات (الاتفاقيات) الرومانية"
"Romania","رومانيا"
"Romanian Republic","الجمهورية الاشتراكية الرومانية"
"Rome","روما"
"round-table conference","مؤشر الطاولة المستديرة"
"routine session","جلسة عادية"
"row in the party","في صفوف الحزب"
"row","صفة، خط، طابور، مجموعة"
"rowdy","مشاغب، عربيد، مشاجر"
"royal or governing family","الْأُسْرَةُ الْمَالِكَةُ (أَوْ الْحَاكِمَةُ)"
"royal","ملكي، ملوكي (صفة)"
"royalism","الولاء للملكية"
"rubber bullet","طلقة مطاطية"
"rubber laws","قوانين مطاطة (مصطلح عامي يطلق على تفسير حر من بعض رجال القضاء لبعض القوانين)"
"ruin","خراب، أنقاض، دمار"
"ruins of the World War II","أنقاض الحرب العالمية الثانية"
"ruling government","السلطة (الحكومة) الحاكمة"
"sabotage (to)","خرب، عطل (عملاً أو جهوداً)؛ صنع قاقب؛ أعد الأرض للسكة الحديدية"
"sabotage act","عمل تخريبي (ج أعمال التخريب)"
"sabotage","تخريب، إعطاب، عرقلة عمل"
"saboteur","مُخَرَّب"
"sacred war","حَرْبٌ مقدسة (الجهاد)"
"sacred","مُقَدَّس (صفة)"
"sacrifice","تضحية"
"safety measurements","احتياطات أمنية"
"sahara","صحراء"
"Saigon","سايجون (سايغون)"
"saint war (jihad)","الجهاد، الحرب المُقَدَّسة"
"salary stability","استقرار الأجور"
"salute (to)","أذى التَّحِيَّة"
"salute, salutation","تَحِيَّة"
"salute","تَحِيَّة، سلام"
"salvation army","جيش الخلاص، جيش الإنقاذ"
"salvation","خلاص"
"San Marino","سان مارينو"
"sanction (to)","صدّق، أقر، وافق، استحسن، عاقب، جازى"
"sanction politics","سياسة (فرض) العُقُوبَات"
"sanction threat","التهديد (بفرض) العُقُوبَة"
"sanction","عُقُوبَة، جزاء، إقرار، تصديق، قانون، مرسوم"
"sanctions (imposition of...)","فرض عُقُوبَات"
"sanierungsma","إجراءات إصلاحية (تصليحات)"
"Santiago (de Chile)","ستتياجو، سانتياغو، عاصمة جمهورية تشيلي"
"satellite state","دَوْلَة تابعة (خاضعة)، بلد يدور في فلك بلد أقوى"
"satellite, planet","قمر اصطناعي، كوكب أو مكوك"
"satisfaction","ترضية، تعويض، رد الاعتبار، رضى، إرتياح"
"Saudi Arabia","العربية السعودية"
"Saudi Kingdom","المملكة العربية السعودية"
"savage procedures","إجراءات وحشية"
"savage","بربري، وحشي، همجي (صفة)"
"save (to)","أنقذ"
"scandal","فضيحة، عار"
"Scandinavia","إسكندنافيا"
"scheeball system","نظام كرة الثلج (نظام الآثار المتراكمة)"
"schiismus","مذهب الشيعة"
"school politics","السياسة التعليمية"
"school","مدرسة"
"Schuman plan","مشروع شومان (مشروع التعاون الإقتصادي الأوروبي في مجال الفحم والصلب)"
"schupo, (abbreviation for police)","شوبو (مختصر يطلق على الشرطة)"
"scope of work","مجال (دائرة) العمل"
"Scotland","إسكوتلندا"
"Scottish, adj.","إسكوتلندي (صفة)"
"Scottish","إسكوتلندي"
"screamingly","كائد، دسّاس، وقّاع، متآمّر"
"Scribe (to)","رشا"
"Scribe money","رشوة، شن السكوت"
"sea fight","معركة بَحْرِيّة"
"sea legislation","التشريع البَحْرِيّ"
"sea mine","لغم بَحْرِيّ"
"sea officer","ضابط بَحْرِيّ، (ضابط الأسطول)"
"sea-sea rocket","صاروخ بَحْر - بَحْر"
"sea","بَحْر"
"search for (to)","يُفَسِّش عن، يبحث عن (مُحَرَّم)، يتحرّى"
"search of the house","تفتيش البيت"
"search warrant","أمر بتفتيش البيت"
"season une oyment","بطالة مَوْسِميّة"
"season unemployment","بَطَالَةُ مُوسِيَّةٍ"
"season","مَوْسِم، فصل"
"seasonal workers","عامل مَوْسِمي"
"seat investigation","تحديد المُقاعِد"
"seat order","تنظيم (ترتيب) المُقاعِد"
"seat share","نسبة المُقاعِد"
"seat","مقعد، مَجْلِس، مقر"
"secession war","حرب الانشقاق"
"secession","انشقاق، انفصال"
"secessionist","انشقاقي، انفصالي"
"secondary negotiations","مُفَوَّضَات تمهيدية"
"secondary votter","ناخب ثانوي"
"secrecy","كتمان، حفظ السرّ"
"secret (clandestine)","سِرِّيّ، خفي"
"secret agreement","اتفاقية (معاهدة) سرية"
"secret code","كتابة سرية، شيفرة"
"secret deliberations","مباحثات سرية"
"secret diplomacy","الدبلوماسية السرية"
"secret document","وثيقة سرية"
"secret door","الباب السري (الخلفي)"
"secret election","اقتراع سِرِّيّ، انتخاب سِرِّيّ"
"secret elections voting","التصويت بالانتخابات السرية"
"secret elections","انتخابات سرية"
"secret holder","حامل (ناقل) الأسرار"
"secret ink","الحبر السري"
"secret language","لغة سرية (ألفاظ متعارف عليها)"
"secret organization","منظمة سرية"
"secret poll","تصويت (اقتراع) سري"
"secret radio","جهاز إرسال سري، إذاعة سرية"
"secret report","تقرير سري"
"secret service","المخابرات، المكتب الثاني"
"secret session","جلسة سرية"
"secret stairs","السلم السري"
"secret vote","تصويت سري"
"secret vote","تصويت سِرِّيّ"
"secret weapon","سلاح سري"
"secret","سِرِّيّ، خفي (صفة)"
"secretariat","سكرتارية، أمانة السر"
"secretaries of state","وزير الدولة"
"secretaries","كاتب (محرر) المحضر"
"secretary general","السكرتير (الأمين) العام"
"secretary general","سكرتير عام، أمين عام"
"secretary of state, minister of foreign affairs","وزير الخارجية"
"secretary of the Interior","وزير الداخلية"
"secretary or minister of commerce","وزير التجارة"
"secretary, writer","سكرتير، كاتب، أمين السر"
"sector (public)","القطاع العام"
"sector","قطاع، قسم، حقل، ميدان"
"secures safety","يضمن الأمن"
"security authority","سلطات الأمن"
"security committee","لجنة الأمن"
"security conference","مؤتمر الأمن"
"security contract","معاهدة (اتفاقية) أمن"
"security council of the united nations","مجلس أمن التابع للأمم المتحدة"
"security council","مجلس الأمن"
"security forces","قوات الأمن"
"security guard","جهاز الأمن، المخابرات"
"security interest","مصلحة أمنية"
"security meetings","اجتماع أمني"
"security of the nation.","أمن الدولة"
"security officials (r)","رجل الأمن"
"security organs","أجهزة الأمن"
"security pact","حلف (معاهدة) أمني"
"security police","شرطة (رجال) الأمن"
"security power","السلطة الأمنية"
"security procedures","إجراءات أمنية، تدابير أمن"
"security reasons","أسباب أمنية"
"security requests","متطلبات (حاجات، مستلزمات) الأمن"
"security session","اجتماع (جلسة) أمني"
"security system","نظام الأمن"
"security zone","منطقة أمنية"
"security, safety, health, insurance","أمن، سلامة، ضمان، صحة، كفالة"
"security","خاص بالأمن"
"seesaw policy","سياسة التأرجح (انتهازية)"
"segnalstation","محطة إرسال"
"segregation","تفرقة، تمييز"
"selection","انتقاء، اختيار"
"selective opposition","مُعَارَضَة محدودة على بعض النقاط"
"selectively, adj.","انتقائي، اختياري (صفة)"
"self-administration","إدارة ذاتية (لا مركزية)"
"self-decision to dissolve the parliament","قرار ذاتي لحل البرلمان"
"self-defense","الدفاع عن النفس"
"self-determination","تقرير المصير"
"self-ruled regions, territories","المناطق المستقلة، مناطق الحكم الذاتي"
"self-sacrifice","التضحية بالنفس"
"self-sufficient","مستقل اقتصادياً"
"semi official","شبه رسمي (صفة)"
"semimilitary","شِبْه عَسْكَرِي (حربي)"
"semiofficial","شِبْه رَسْمِي"
"semite (e)","سَامِيْ"
"semitic, adj.","سَامِيْ (صفة)"
"Senate chareman","رَئِيس مَجْلِس الشُّيُوخ"
"Senate elections","اِلتِّخَابَات مَجْلِس الشُّيُوخ"
"Senate member","عَضُو مَجْلِس الشُّيُوخ"
"Senate","مَجْلِس الشُّيُوخ"
"Senator","شِيخ، سِينَاتُور"
"Senators committee","لجنة الشُّيُوخ"
"send, delegate (to)","أَرْسَل، أَوْفَد، بَعْث (مندوباً)"
"Senegal, republic","جُمْهُورِيَّة السُّنْجَال"
"senior convention","مُعَاهَدَة عَلِيّاً"
"senior prosecutor","رَئِيس النِّيَابَة العَامَة"
"seniority system","نِظَام الأَقْدَمِيَّة"
"seniority","أَقْدَمِيَّة، مَدَّة الحَدَمَة"
"sense of duty","إِدْرَاك الوَاجِب"
"Seoul","سَيُؤُول"
"separate authorities (executive, legislative and judicial authorities)","فَصْل السُّلْطَة إِلَى ثَلَاثَة أَقْسَام (التَّنْفِيذِيَّة وَالتَّشْرِيعِيَّة وَالقَضَائِيَّة)"
"separate committee","لجنة خاصة"
"separate","خَاصّ، مُحَدَّد، مُخْتَلِف (عن غَيْرِه)"
"separated agreement","اِتِّفَاق مُنْفَرِد"
"separated contract","مُعَاهَدَة مُنْفَرِدَة"
"separating, adj.","مُسْتَقْبِل، خَارِج (صفة)"
"separation of property","فَصْل أَمْوَال الزَّوْجِين"
"separation","اِلفِصَال"
"separatism","الفِصَالِيَّة"
"separatist movement","حركة الانفِصَالِيِّين"
"separatist movement","حركة إنفصالية"
"separatist, adj.","الفِصَالِي (صفة)"
"separatist","الفِصَالِي، انشِقَاقِي"
"sequestrate (to)","وَضْع تحت الحراسة، حبس، أوقف"
"sequestration","حراسة، حجز، مصادرة"
"sequestrators","حارس"
"sergeant","رقيب (رتبة عسكرية)"
"serious dispute","خَطَر محدد"
"serious dispute","فادح"
"serious losses","مسألة (قضية) جادة"
"serious question (mat- ter)","موقف خَطِير"
"serious situation","خلاف خَطِير"
"serious, adj.","خَطِير، شديد، جليل (صفة)"
"service academy","كلية حربية"
"service criminal law","القانون التأديبي للموظفين"
"service oath","قَسَم الوظيفة، خَلْف اليمين للموظفين"
"service suit","بدلة رَسْمِيَّة"
"service","عمل، وظيفة، خدمة"
"servitude right","حقوق الإرتفاق"
"servitude slavery","عُبُودِيَّة"
"session adjournment","إِرْجَاءُ الْجَلْسَةِ (الْإِجْتِمَاع)"
"session beginning","بِدَايَة (اِفْتِتَاح) الْجَلْسَة"
"session end","نِهَايَة (اِحْتِمَاع) الْجَلْسَة"
"session on the discussion of current topics (parliament)","جَلْسَة مُنَاقَشَة مَوَاضِيع السَّاعَة (بِرْمَان)"
"session","خاص بالإجتماع أو الجلسة"
"session","جَلْسَة، اجْتِمَاع"
"setting of a constitution","وضع (إعداد) الدستور"
"setting-up","إِنْشَاء، إِقَامَة"
"settle (to)","نَزَلَ أَقَام، اِسْتَقَرَّ، اِسْتَوْطَن"
"settlement (arrangement)","تَمْهِيد، تَسْوِيَة"
"settlement of a conflict","تَسْوِيَة النِّزَاع"
"settlement of the labor disputes","تَسْوِيَة النِّزَاع العِمَالِي"
"settlement politics","سِيَاسَة الإِسْتِيطَان"
"settlement, liquidation","تَصْفِيَة (تَصْفِيَات)"
"settlement","فض، تَسْوِيَة، حَسَم مُسْتَوْطَنَة"
"settler (to)","أَسْكَن، وَطَن، إِسْتَوْطَن، إِسْتِقْر"
"Seychelles, republic","جُمْهُورِيَّة (جَزْر) سِيْشَل"
"shackle bind tie up","كَبْل، قَيْد، كَبْت، خَنْق، كَمَّم"
"shackle the freedom","خَنْق الحُرِيَّة"
"shackle the people free- dom","كَبْت (قَيْد) حُرِيَّة الشَّعْب"
"shade cabinet","وِزَارَة صُورِيَّة (شَكْلِيَّة)، وِزَارَة الظِّل"
"shah","شَاه، عَاهِل إِيرَان"
"sham elections","إِتِّخَابَات مَزْوَرَة"
"sham parliament","بِرْهَان مَزْيَف (شَكْلِي)"
"sham peace","سَلَام وَهْمِي (خِدَاع)"
"sham protectorate","الحِمَايَة الوَهْمِيَّة (البَاطِلَة)"
"share, stock","سَهْم"
"shared council for economic help","مجلس المساعدة الاقتصادية المتبادلة (الكوميكون)"
"shield","دِرْع وَفَائِي دِرْع، دَارِنَة"
"Shiite, adj.","شِيعِي (صِفَة)"
"Shiite","شِيعِي (يَتْبَع المَذْهَب الشِّيعِي) الشِّيعَة"
"ship artillery","المدفعية البحرية"
"ship","سفينة، باخرة"
"shoot-fire","فتح النار، أطلق النار"
"shooting down basis","قاعدة الإطلاق"
"short distance rocket","صاروخ قصير المدى"
"short term","على المدى القصير"
"short-term plan","خِطَّة قصيرة الأجل"
"shot area","مدى النار"
"shot depositing","إطلاق الرصاص"
"shot direction","اتجاه النار (المقذوف)"
"shot","طلقة"
"show (to)","أظهر، أقر، أبدى، أعلن"
"show trial","محاكمة صورية (شكلية)"
"shrink (to)","تقلص، انكمش، ضمّر"
"shrinkage","انكماش، تقلص، ضمور"
"side-issue","مسألة فرعية (ثانوية)"
"siege (to)","أحاط، طوق، حصر، حاصر"
"siege warfare","حرب حدود"
"siege","حصار، محاصرة"
"signatory","موقع"
"signature","توقيع، إمضاء"
"signed countries","دولة موقعة"
"silence march","مظاهرة صامتة"
"silence","صمت، سكوت"
"silent consent","موافقة صامتة"
"silent innovation","تجديد (تمديد) ضمني"
"silo","مخزن، صومعة"
"simple majority","أكثرية نسبية (بسيطة)"
"Sinai","سيناء"
"Singapore","سنغافورة"
"sitting of parliament","جَلْسَة (اجْتِمَاع) البرلمان"
"situation","حَالَة، وَضْع، موقف، حال، ظرف"
"skeleton agreements","مُعَاهَدَة رئيسية (عامة)"
"skeleton contract","مُعَاهَدَة أساسية عامة"
"skeleton law","قَانُون عام"
"skeleton legislation","تشريع عام"
"skied","خاص بالتحكيم أو التسوية (صفة)"
"skirmish","إِشْتِيَاك، عِرَاك"
"skirmisher","جندي أرسل للمناوشة"
"skirmishes","إِشْتِيَاك، مناوشة"
"skriptum","مذكرة"
"slave trade","نخاسة، رق، تجارة العبيد"
"slave","عبد، رقيق"
"slogan","شعار، كلمة السر، نداء، هتاف"
"small atomic weapons","أسلحة نووية صغيرة، قنابل تكتيكية"
"small state","دويلة، دولة صغيرة"
"smoke bomb","قنبلة دخان (دخانية)"
"smoke bombs (the police expelled the demonstrators with)","فَرَّقَتِ الشُّرْطَةُ الْمُتَظَاهِرِينَ بِقَنَابِلِ الدُّخَانِ"
"snatch (to), seize","انْتَسَزَ، خَطَفَ، صَادَرَ، سَلَّخَ (أَرْضًا مِنْ دَوْلَةٍ أَوْ مَالِكٍ)"
"social & economic tension","تَوَرُّات اجتماعية واقتصادية"
"social and economic structure","هَيْكَلِ اجْتِمَاعِي وَاقْتِصَادِي"
"social and economic, adj.","اجْتِمَاعِي وَاقْتِصَادِي (صِفَة)"
"social benefits","إِعَانَاتٍ (مَعُونَاتٍ) اجْتِمَاعِيَّةٍ"
"social budget","مِيزَانِيَّةِ الضَّمَانِ الاجْتِمَاعِي"
"social burdens","أَعْيَاءِ اجْتِمَاعِيَّةٍ"
"social camp","الْمُعَسْكَرِ الِاشْتِرَاكِي"
"social change","تغييرات إجتماعية"
"social changes","تَغْيِيرٍ (تَبْدِيلٍ فِي الْوَضْعِ) اجْتِمَاعِي"
"social class","طَبَقَةٍ اجْتِمَاعِيَّةٍ"
"social constitution","نِظَامٍ (دُسْتُورٍ) اجْتِمَاعِي"
"social court","مُحَكَّمَةِ الشُّؤُونِ الاجْتِمَاعِيَّةِ"
"social democracy","الِاشْتِرَاكِيَّةِ الدِّيمُوقْرَاطِيَّةِ"
"social democrat","اشْتِرَاكِي دِيمُوقْرَاطِي"
"social democratic party (SPD)","الْحِزْبِ الِاشْتِرَاكِي الدِّيمُوقْرَاطِي"
"social democratic party wing (in the parliament)","جناح الحزب الاشتراكي الديمقراطي (في البرِّلمان)"
"social democratic party","الحزب الديموقراطي الاشتراكي"
"social difference","تمييز اجتماعي"
"social economy","الِاقْتِصَادِ الاجْتِمَاعِي"
"social equality","مساواة اجتماعية"
"social equality","مَسَاوَاةٍ اجْتِمَاعِيَّةٍ"
"social expenditures","النُّفَقَاتِ الاجْتِمَاعِيَّةِ (الَّتِي تَصْرِفُ مِنْ أَجْلِ الرِّعَايَةِ الاجْتِمَاعِيَّةِ)"
"social housing","الإسكان الاجتماعي"
"social indicators","مُؤَشِّرَاتٍ اجْتِمَاعِيَّةٍ"
"social infrastructure","هيكل أساسي إجتماعي"
"social insurance","التَّأْمِينِ الاجْتِمَاعِي"
"social integration","اندماج اجتماعي"
"social jurisdiction","الْقَضَاءِ الاجْتِمَاعِي"
"social justice","عدالة اجتماعية"
"social law","القانون الاجتماعي"
"social legislation","التشريع الاجتماعي"
"social ministers","وزير الشؤون الاجتماعية"
"social movement","حركة اجتماعية"
"social order","نظام (نمط) اجتماعي"
"social order","نظام اجتماعي"
"social order","نِظَام اجتماعي"
"social partners","العامل ورب العمل (المستخدمون والمستخدمون)"
"social peace","سلام اجتماعي"
"social plan","مخطط إجتماعي"
"social planning","تخطيط اجتماعي"
