"English Term","Arabic Term"
"Sortie","طلحة جوية . مجمة مفاجئة من قوة دفاعية"
"Sound and Flash Ranging","تقدير المدى بالصوت والوميض"
"Sound and Flash Ranging Discipline","ضبط الصوت ( عدم احداث ضجة )"
"Sound Off","إطلاق الصوت"
"Sound Off Powered Telephone","ماتف يعمل بقوة الصوت ( بدون بطارية )"
"Soundless","لا صوت له . عديم الصوت"
"Sound Proof","عازل الصوت"
"Sound Proof Ranging","تقدير المدى بالصوت"
"Sound Proof Adjustment","تضبط الرمي بالصوت"
"Sound Proof Plotting Board","لوحة بيانية لتقدير المدى بالصوت"
"Sound Proof Signalling","تأشير صوتي"
"Sound Proof Wave","موجة صوتية"
"Source","مصدر . انبع . عين . أصل . معين"
"Source of Energy","مصدر الطاقة"
"Space","فراغ . سافة . مدى . مجال . مكان . فضاء . حيز . نسخة"
"Space , Air","الفضاء الجوي"
"Space , Air , Dead","الفراغ الميت"
"Space , Air , Undefiladed","مكان غير مستقر"
"Spacing","انفراج . ابتعاد . تباعد . ازاحة . اتساع . سافة"
"Spacing Impulse","الفواصل بين النبضات"
"Spade","رفش . جاروف . ذراع . كريك"
"Spall","شظايا ( ناتجة عن اصابة الهدف ) - مطهر"
"Span","فتحة . فرجة . اتساع . عرض . عبور . اجتياز . مدى"
"Span of Control","مدى السيطرة . مجال السيطرة"
"Spar Bridge","قنطرة خشبية مرتجلة . قنطرة خشبية مبتكرة في حينها (عوارض خشبية مربوطة مع بعضها البعض لتشكل جسرا مؤقتا )"
"Spare Parts","قطع الغيار"
"Spare Parts List","قائمة قطع الغيار"
"Special","خاص . خصوصي"
"Special Activities","نشاطات خاصة"
"Special Ammunition","ذخيرة خاصة ( كالرؤوس النووية والصواريخ )"
"Special Allocation","تخصيص الذخيرة الخاصة"
"Special Load","حمولة ذخيرة خاصة"
"Special Stockage","مخزون الذخيرة الخاصة"
"Special Supply Point","نقطة تموين الذخيرة الخاصة"
"Special Area","منطقة خاصة ( منطقة مدافع عنها ويحظر على الطائرات الصديقة التحليق في سائها )"
"Special Cargo","شحنة خاصة"
"Special Cargo Corrections","تضبطات خاصة . تصحيحات خاصة"
"Special Court-Martial","مجلس عسكري خاص"
"Special Court-Martial Duty","واجب خاص . خدمة خاصة"
"Special Court-Martial Equipment Vehicle","عربة معدات خاصة"
"Special Court-Martial Flight","رحلة خاصة ( طيران )"
"Special Court-Martial Forces","قوات خاصة"
"Special Court-Martial Funds","اعتمادات مالية خاصة"
"Special Court-Martial Guard","خرس خاص"
"Special Court-Martial Mission","سهلة خاصة"
"Special Court-Martial Operations","عمليات خاصة"
"Special Court-Martial Orders","أوامر خاصة"
"Special Court-Martial Equipment","معدات خاصة"
"Special Court-Martial Procedures","اجراات خاصة"
"Special Court-Martial Purpose Gas Mask","كمامة غاز للأغراض الخاصة"
"Special Court-Martial Purpose Table of","جدول علاوات لأغراض خاصة"
"Special Purpose Vehicle","مطبور"
"Special Purpose Vehicle Qualifications","عربة لفرض خاص"
"Special Purpose Vehicle Services","مؤهلات خاصة"
"Special Purpose Vehicle Company","خدمات خاصة"
"Special Purpose Vehicle Officer","سرية الخدمات الخاصة"
"Special Purpose Vehicle Staff","ضابط الخدمات الخاصة"
"Special Purpose Vehicle Table of Allowance","أركان خاصة - ركن خاص"
"Special Purpose Vehicle Test and Handling Equipment","جدول العلاوات الخاص"
"Special Purpose Vehicle Supplies","معدات الفحص والتشغيل الخاصة"
"Special Purpose Vehicle Text","تموينات خاصة"
"Special Purpose Vehicle Troops","نشرة خاصة ( كتيب مدرس )"
"Special Purpose Vehicle Warfare","قوات خاصة ( قطعات خاصة"
"Special Purpose Vehicle Weapons","حرب خاصة"
"Specialist","أسلحة خاصة"
"Specific","اختصاصي . أخصائي . مختص"
"Specific Allotment","مخصص . معين . محدد . نوعي"
"Specification","مقدار محدد . تخصيص محدد"
"Specifications","تعيين . تحديد . تخصيص"
"Specified Command","مواصفات مشروط . ميزات"
"Spectrum of War","قيادة معينة . قيادة مخصصة"
"Speech","جميع أشكال الحرب"
"Speed Control","حديث . كلام . نطق . خطاب"
"Speed Control Limit","ضبط السرعة . السيطرة على السرعة"
"Speed Control of Sound","حد السرعة . ( السرعة المسوح بها على الطرق )"
"Speedometer","سرعة الصوت"
"Speed , Air","عداد السرعة"
"Speed , Air , At Full","سرعة الهواء"
"Speed , Air , Average","بأقصى سرعة . السرعة النهائية"
"Speed , Air , Climbing","متوسط السرعة"
"Speed , Air , Constant","سرعة الصمود . ( طيران ) سرعة التسلق"
"Speed , Air , Diving","سرعة ثابتة"
"Speed , Air , Flying","سرعة الانقضاض ( طيران )"
"Speed , Stalling","سرعة الأنهيار ( طيران )"
"Speed , Stalling , Take off","سرعة الأقلاع"
"Spelling Group","مجموعة التهجئة"
"Spelling Group Table","جدول التهجئة"
"Sphere","كرة سماوية . مجال . جسم كروي . محيط"
"Spherical","كروي . دائري"
"Spherical Coordinates","احداثيات كروية"
"Spin Stabilization","استقرار الدوران ( دوران القذائف )"
"Spiral Scanning","كسر لولبي . مسح دائري ( حركة موائي الرادار )"
"Spirit","روح . نفس . همة"
"Spirit of Initiative","روح المبادرة . روح المبادأة"
"Splash","رش . طرطشة . خضخضة . تبقع"
"Splash Scale","مقياس انتشار الشظايا على الهدف ( مدفعية )"
"Splinter","شطية . فلقة . كسرة"
"Splinter Proof Shelter","ملجأ واقي من الشظايا . ملجأ ضد الشظايا"
"Spoiling Attack","حجوم تشتيتي"
"Spot","نقطة . موضع . مكان . محل . مقعة . لطخة"
"Spot Bombing","قصف دقيق . قصف نقاط معينة"
"Spot Bombing Elevation","نقطة الارتفاع"
"Spot Bombing Height","نقطة ارتفاع"
"Spot Bombing Jamming (See also: electronic jamming)","تشويش على قناة أو تردد معين"
"Spot Report","تقرير فوري"
"Spotter","مراقب . راصد . قرص تأشير الأهداف ( رماية )"
"Spotting","رصد الرمي . تأشير الرمي . تعليم . تخمين"
"Spotting Board","لوحة رصد الرماية"
"Spotting Charge","عبوة ضعيفة الانفجار ( في تمرين الرماية بالمدفعية )"
"Spotting of Fire","رصد الرمي"
"Spray","نشر . نشر . رش . بخ ."
"Spray Attack","هجوم برش الغاز ( كيماويات )"
"Sprayer","رشاشة . مرش . بخاخة"
"Spread","نشر . انتشار . بعثرة"
"Spur","نتوء"
"Spy","جاسوس . عميل . عين"
"Squad Column","رتل الحضيرة ."
"Squadron","سرب ( طيران ) فوج . فرسان . ( استطلاع )"
"Stability","استقرار . ثبات"
"Stabilization","تثبيت . استقرار . توطيد"
"Stabilized Soil","تربة راسخة . تربة متسكة . تربة ثابتة"
"Stack Arms","(١) شبك السلاح (٢) ايعاز لاتخاذ هذا الوضع ( اشبك سلاح )"
"Staff","أركان . ركن"
"Staff Coordination","تنسيق الأركان"
"Staff Coordination Duty","أعمال الأركان . واجبات الأركان"
"Staff Coordination Estimate","تقدير الأركان"
"Staff Coordination Liaison","ارتباط الأركان"
"Staff Coordination Office","مكتب الأركان"
"Staff Coordination Officer","ضابط ركن"
"Staff Coordination Planning Factors","عوامل تخطيط الأركان"
"Staff Coordination Section Worksheet","صحيفة عمل قسم الأركان"
"Staff Coordination Supervision","اشراف الأركان"
"Stage","مرحلة . طور . شوط . دور . طبقة . درجة . فترة . مسرح"
"Staging Area","منطقة مرحلية . منطقة مرور . ( تقف فيها القوات البرمائية أو قوات المظليين قبل التحرك للهدف )"
"Staging Base","قاعدة تجمع متقدمة ( طيران وبحرية )"
"Staging Base Station","مركز تجمع . محطة مرحلة"
"Standard","نموذج . مثال . علم . قياس . عمود . حامل . عيار"
"Standard Advance Base Units","الوحدات الأساسية للقاعدة المتقدمة"
"Standard Items","أصناف أو مواد نموذجية . أصناف أو مواد نظامية ."
"Standard Muzzle Velocity","السرعة الابتدائية العادية"
"Standard Muzzle Velocity Nomenclature","تسمية نظامية . تسمية معتمدة"
"Standard Muzzle Velocity List","كشف التسمية النظامية . كشف التسمية المعتمدة"
"Standard Pattern","الشكل المعتمد . النموذج الرضي."
"Standard Score","العدد القياسي . الرقم القياسي"
"Standard Trajectory","المسار الأثامي . المحرك القياسي"
"Standard Trench","خندق عادي"
"Standard Type","نموذج أساسي أو قياسي . طراز أساسي أو قياسي"
"Standardization","معايرة - توحيد"
"Standardization Agreement","اتفاقية توحيد"
"Stand By","(١) تهيأ . استعد (إيعاز (٢) وضع الاستعداد أو التهيؤ . (٣) وضع الاستراحة (كون الأجهزة اللاسلكية على الاستقبال) ."
"Standby Reserve","احتياطي مستعد . احتياطي متأهب"
"Stand Past","(١) وقوف ( وحدات المدفعية ) (٢) توقف (إيعاز) -"
"Standing Army","الجيش العامل . الجيش النظامي"
"Standing Corrections","تصحيحات ثابتة"
"Standing Operating Procedures","الأوامر المستديمة"
"Standing Order","أمر ثابت . أمر مستديم"
"Standing Signal Instructions","تعليمات الإنارة الثابتة"
"Star Gage","مقياس قطر السبطانة"
"Star Shell","طلقة مضيئة"
"Start Line","خط البدء"
"Start Point","نقطة البدء"
"State","حالة . شأن . وضع . موقف . تقرير . بيان . دولة مولاية"
"State of Emergency","حالة الطوارئ"
"State of Readiness","حالة التأهب . حالة استعداد"
"State of War","حالة الحرب"
"Statement","بيان . تصريح . اعلاه . إذاعة . شرح . ذكر . إيضاح . عرض . تقديم . تعبير"
"Statement of Charges","بيان تغريم ( العمدة المفقودة )"
"Statement of Service","بيان الخدمة"
"Static","ثابت . ساكن"
"Static Employment","استخدام ثابت في مدفعية الدفاع الجوي"
"Static Line (Air Transport)","حبل ثابت ( حبل مثبت بمنطقة المظلة يعمل على فتحها تلقائيا ويبقى مثبتا في الطائرة )"
"Station Authentication اثبات هوية المحطة (لا سلكي) , Receiving (١) محطة استقبال أو استلام (مواد أو أفراد)","(٢) محطة استقبال (لاسلكية)"
"Steel","فولان . صلب"
"Steep","حاد . شديد الأنحدار"
"Steer , To","يدير . يقود . يوجه"
"Steerage","ادارة السكان . توجيه"
"Steering","أدارة . توجيه . تسيير . سباقة (عجلة القيادة)"
"Steering Brake","غراملك التوجيه ( في عربات النيوزيلر )"
"Step","خطوة . شبه . درجة"
"Stereo","مجسم . مضخم . متين"
"Stereocompara Graph","مسجل المقارنة المجسمة (في الخرائط الطوبوغرافية)"
"Stereogram","صورة مجسمة"
"Stereograph","صورة مجسمة . مجسم (آلة تجسيم الصور)"
"Stereophotogrammetry","عمليات التصوير المجسم"
"Stereoplanigraph","جهاز تجسيم المسطحات"
"Stereoscope","منظار مجسم . منظار تجسيم"
"Stereo Scopic Observer","راصد مقياس البعد المجسم"
"Stereo Scopic Observer Pair(s)","مناظر متراكبة . صور مجسمة مزدوجة"
"Stereo Scopic Observer Range Finder","جهاز مجسم لأيجاد المدى"
"Stereo Scopic Observer Trainer","جهاز تدريب على منظار التجسيم"
"Stereotriplet","ثلاث صور مجسمة متراكبة (صور جوية رأسية)"
"Sterilization","تعقيم . تطهير"
"Sterilizer","معقم . مطهر . جهاز تعقيم أو مادة تعقيم"
"Stick (air transport)","مجموعة قفز ( مظلات ) عصا قيادة الطائرة"
"Stick (air transport) Commander(air transport)","قائد مجموعات القفز"
"Sticky Charge","عبوة لاصقة"
"Stock","تخزين . مخزون . مؤونة . امداد . رصيد مستودع . أخمص البندقية"
"Stock Accounting","محاسبة المخزون . ضبط المخزون . حساب المخزون"
"Stockade","معتقل . غرفة التوقيف"
"Stockage List","قائمة التخزين"
"Stockage List Objective","هدف التخزين"
"Stock Control","مراقبة المخزون"
"Stock Control Coordination","تنسيق المخزون"
"Stock Control Fund","اعتمادات التخزين المالية"
"Stock Level","مستوى التخزين . معدل التخزين"
"Stock Level Management","ادارة التخزين"
"Stock Level Number","رقم الصنف أو المادة ( المخزونة )"
"Stockpile","تكديس التخزين"
"Stock Record Account","سجل حسابات التخزين"
"Stop","توقف . وقوف . ايقاف . حصر . تثبيت . كبح . نقطة وقوف . جهاز توقيف"
"Stoppage","وقوف . توقف . زمن الوقوف"
"Storage","تخزين"
"Storage Building","مبنى التخزين"
"Storage Capacity","الطاقة على التخزين . سعة التخزين"
"Storage In Transit","تخزين للترانزيت"
"Storage Park","موقف تخزين العربات"
"Storage Park Space","مكان التخزين"
"Stores","مخازن مستودعات"
"Storm Boat","فريق اقتحام سريع"
"Stow , To","يرتب للتخزين"
"Stowage Diagram","مخطط ترتيب التخزين"
"Stowage Diagram Factor","عامل . اس ترتيب التخزين ( بالقدم المكعب )"
"Stowage Diagram Plan","خطة ترتيب التخزين"
"Straddle Truck","عربة نقل خاصة ( لنقل الأنابيب والأخشاب وغيرها )"
"Straddling","تخمين . حصر الهدف"
"Straggler","متخلف"
"Straggler Collecting Point","نقطة تجميع المتخلفين"
"Straggler Line","خط المتخلفين"
"Straight","مستقيم . عادل . واضح . تقي . صريح"
"Strait","مضيق . سر . بوغاز"
"Strap","طوق . حبل . رباط . شريط . سير . حزام"
"Strapping","تحزيم . تربيط"
"Strategic Advantage","ميزة استراتيجية"
"Strategic Advantage Air Intelligence","استخبارات جوية استراتيجية"
"Strategic Advantage Operations","عمليات = ====="
"Strategic Air Transport","نقل جوي استراتيجي"
"Strategic Air Transport Warfare","حرب جوية استراتيجية"
"Strategic Air Transport Concentration","حشد استراتيجي"
"Strategic Air Transport Concept","الفكرة الاستراتيجية"
"Strategic Air Transport Defensive","عملية واسعة النطاق (دفاع استراتيجي)"
"Strategic Air Transport Intelligence","استخبارات استراتيجية"
"Strategic Air Transport Map","خريطة استراتيجية (من ١/٦٠٠٠٠٠ أو أصغر عادة ١/١٠٠٠٠٠٠)"
"Strategic Air Transport Materials (Critical)","مواد استراتيجية (عبوية)"
"Strategic Air Transport Military Psychological Warfare","حرب نفسية استراتيجية"
"Strategic Mission","مهمة استراتيجية"
"Strategic Mission Offensive","عملية لغرض استراتيجي"
"Strategic Mission Plan","خطة استراتيجية"
"Strategic Mission Propaganda","دعاية استراتيجية"
"Strategic Mission Psychological Warfare","حرب نفسية استراتيجية"
"Strategic Mission Intelligence","استخبارات الحرب النفسية"
"Strategic Mission Reconnaissance","استطلاع استراتيجي"
"Strategic Mission Reserve","احتياطي استراتيجي"
"Strategic Mission Tactical Map","خريطة تكتيكية استراتيجية (ذات مقياس رسمين ١/٢٥٠٠٠٠ - ١/٥٠٠٠٠)"
"Strategic Mission Vulnerability","تعرض استراتيجي"
"Strategic Mission Warning","انذار استراتيجي"
"Strategy","الاستراتيجية"
"Strength Accountability","تسجيل الملاك"
"Stretcher","نقالة جرحى"
"Strike","ضربة . خبطة . اضراب"
"Striking Force","القوة الضاربة"
"Striking Force Area","منطقة القوة الضاربة"
"String","سلسلة رسائل . مجموعة طلقات"
"Strip Marker (Land Mine Warfare)","دليل حزام الألغام. علامة حزام الألغام (في حرب الألغام الأرضية)"
"Strip Mosaic","شريط من الموزاييك (في الصور الجوية)"
"Strong Point","نقطة حصينة. نقطة قوية"
"Stubborn","عنيد . ضار . ستبسل . عاص . متبرد"
"Students","طلاب . طلبة"
"Study","دراسة . مطالعة . بحث"
"Suballocation","تعيين اضافي . تخصيص اضافي"
"Suballotment","تخصيص مالي جزئي . نقل أفراد"
"Subaqueous Ranging","اكتشاف . هدف بحري"
"Subarctic","منطقة ما دون المنطقة القطبية الشمالية"
"Subarea Petroleum Office","مكتب منطقة البترول الفرعية"
"Subbase","قاعدة فرعية"
"Subcaliber Ammunition","ذخيرة مصغرة العيار (للتدريب)"
"Subcourse","دورة فرعية"
"Subject Schedule","برنامج الموضوع المفصل"
"Submachinegun","نصف رشاش"
"Submarine","غواصة"
"Submarine Base","قاعدة غواصات"
"Submarine Havens","مرافئ أو مخابئ الغواصات"
"Submarine Launched Missile","صاروخ يطلق من تحت الماء (من الغواصة)"
"Submarine Patrol Zones","مناطق دوريات الغواصات"
"Submarine Patrol Zones Rocket","صاروخ غواصات"
"Submarine Patrol Zones Safety Lanes","السرات المأمونة للغواصات"
"Submarine Sanctuaries","ملاجئ الغواصات"
"Submarine Sanctuaries Striking Forces","قوات الغواصات الغاربية"
"Subsidiary Demolition Belt","حزام تدمير اضافي"
"Subsistance","مواد غذائية . وجود . كيان"
"Subsistance in Kind","مواد غذائية عينية"
"Subsistance Quality","نوعية المواد الغذائية"
"Subsistance Wholesomeness","مواد غذائية صحية"
"Subsonic","دون سرعة الصوت"
"Substitute","بديل موضأ عن . بدلا من"
"Substitute Standard","طراز بديل . نموذج بديل"
"Substitution System","طريقة التبديل . نظام التبديل ( الرموز )"
"Subsurface Bursts","تفجيرات تحت سطح الأرض"
"Subversion","عدم . قلب"
"Subversive Political Action","عمل سياسي تخريبي"
"Successive Formation","تشكيل متتالي . تشكيل متعاقب . تشكيل على مراحل"
"Successive Formation Movements","تحركات متتالية . تحركات متعاقبة . تحركات على مراحل"
"Successive Formation Objectives","أهداف متتالية . أهداف متعاقبة"
"Successive Formation Positions","مواقع متتالية . مواقع متعاقبة"
"Suffer Casualties, To","يتكبد خسائر"
"Suggested Improvement","التمديد المقترح"
"Summery","ملخص . خلاصة . موجز . مختصر . مجمل"
"Summit","قمة . ذروة . رأس . أوج . أعلى"
"Summit Level","أعلى مستوى"
"Summit Level of Trajectory","قمة المسار . أعلى المسار . ذروة المسار ( أعلى نقطة يصل إليها المقذوف في يساره )"
"Sundry Funds","اعتمادات مالية متنوعة . مصروفات بشرية"
"Superelevation","الارتفاع الأضافي ( الزاوية الأضافية التي تضاف على الارتفاع الأصلي في المدفعية المضادة للطائرات للتعويض عن الجاذبية )"
"Superencipherment","مضاعفة التشفير ( للسرية )"
"Superencruption","مضاعفة الرموز ( للسرية )"
"Superquick Fuze","طبة سريعة"
"Supersensitive Fuze","طبة حساسة جدا . طبة عالية الحساسية"
"Supersonic","يفوق سرعة الصوت . خارج للحجاب الصوتي"
"Supervised Route","مر تحت المراقبة . طريق تحت الأشراف"
"Supervision","اشراف"
"Supervisor","مشرف"
"Supplement","متم . مكمل"
"Supplemental Charge","عبوة اضافية . عبوة تكميلية"
"Supplemental Charge Civilian Supplies","تموينات المدنيين الاضافية"
"Supplementary Piring Position","موقع رماية اضافي"
"Supplementary Position","موقع اضافي"
"Supplementary Position Target","د.ف اضافي"
"Supplies","تموينات . مؤن"
"Supplies, Class I","تموينات الصنف الأول (الأعاشة والعلف)"
"Supplies, Class I ,  II","تموينات الصنف الثاني (جميع ما في جداول التنظيم والمعدات)"
"Supplies, Class I ,  III","تموينات الصنف الثالث (المحروقات)"
"Supplies, Class I ,  IIII (a)","تموينات الصنف الثالث (محروقات الطيران)"
"Supplies, Class I ,  IV","محروقات الصنف الرابع (المواد غير المسجلة في جداول التنظيم والمعدات الآن بعضها سجل في جداول الصلاوات مثل مواد البناء)"
"Supplies , Class V","تموينات الصنف الخامس (الذخيرة)"
"Supply","تموين"
"Supply and Evacuation Section","قسم التموين والأخلاء"
"Supply Arms and Services","أسلحة وخدمات التموين"
"Supply By Air","التموين جوا"
"Supply Categories","طبقات التموين"
"Supply Control","مراقبة التموين . ادارة التموين"
"Supply System","نظام مراقبة التموين . نظام ادارة التموين"
"Supply Credit","اعتماد التموين"
"Supply Economy","الاقتصاد في التموين . الاقتصاد التمويني"
"Supply Management","ادارة شؤون التموين . تدبير شؤون التموين"
"Supply Manifest","بيان شحن التموين . منفستو الشحن"
"Supply Point","نقطة تموين"
"Supply Distribution","توزيع نقطة التموين"
"Supply Replacement Factors and Consumption Rates.","عوامل الاستعاضة التموينية ومعدات الاستهلاك ."
"Supply Reserves","الاحتياطات التموينية"
"Support","اسناد . مساندة . دعم . تقوية . نجدة . حاضن . حامل"
"Support Cargo","شحنة اسناد"
"Support Craft","سفينة اسناد . مركب اسناد"
"Support Echelon","عنصر اسناد . قسم اسناد"
"Supported Unit","وحدة مسنودة"
"Supporting Aircraft","طائرة اسناد"
"Supporting Aircraft Arms","اسلحة اسناد"
"Supporting Aircraft Coordination Center","مركز تنسيق أسلحة الأسناد"
"Supporting Aircraft Artillery","مدفعية اسناد"
"Supporting Aircraft Attack","حجوم مساند"
"Supporting Aircraft Distance","مسافة الأسناد (بين وحدتين تتبادلان الساندة)"
"Supporting Aircraft Establishment","منشأة اسناد . فرع اسناد"
"Supporting Aircraft Fire","نيران اسناد"
"Supporting Aircraft Forces","قوات اسناد"
"Supporting Aircraft Range","مدى الأسناد المؤثر ( للأسلحة)"
"Supporting Aircraft Unit","وحدة اسناد"
"Surface Burst","تفجير ملابس لسطح الأرض أو الماء"
"Surface Burst Code","رمز تأشير من الأرض (للتخاطب مع الطائرات)"
"Surface Burst Danger Area","منطقة الخطر على سطح الأرض"
"Surface Burst Line","خط على سطح الأرض ( خط تلفوني )"
"Surface Burst Mission","مهمة الضرب على أهداف أرضية أو بحرية ( أيدفعية المضادة للطائرات)"
"Surface Burst cf Impact","سطح الصدم ( سطح الأرض المتأثرة بالتنجيم غير الملابس)"
"Surface Burst Rapture","سطح التصدع (النتائج عن الانفجارات تحت سطح الأرض)"
"Surface Burst to Air Missil (SAM)","صاروخ يطلق من الأرض للجو (سواء من سطح اليابسة أو الماء)"
"Surface to Surface Missile (SSM)","صاروخ يطلق من الأرض للأرض"
"Surface to Surface Missile (SSM) Zero (ground Zero)","نقطة الصفر على الأرض"
"Surgeon","طبيب جراح . جراح"
"Surgery","جراحة . عيادة الجراحة . غرفة العمليات الجراحية"
"Surgical Hospital","مستشفى الجراحة"
"Surgical Team","فريق الجراحة . جماعة الجراحة"
"Surplus Property","الستككات الزائدة"
"Surveillance","مراقبة . رصد . تفتيش"
"Surveillant","مراقب"
"Survey","ساحة . تخطيط"
"Survey Control","(١) تضييق المواقع بالساحة (٢) طريقة ضبط المواقع بالساحة"
"Survey Point","نقطة تضييق الساحة"
"Survey Information Center","مركز معلومات الساحة"
"Survey Officer","ضابط الساحة"
"Surveying \"","ضابط استقصاء الخسائر ( العطل . والتدمير والفقدان )"
"Survey Meter","مقياس السح الأشعاعي"
"Survey Meter Pole","شاخص ساحة"
"Survey Meter Station","محطة ساحة"
"Survival","بقاء"
"Survival of the Pittest","البقاء للأصلح"
"Survivor Curves","السنحنيات البيانية للمواد الباقية تحت الاستخدام"
"Suspect Battery","بطارية مشتبهة ( معادية )"
"Suspend","يجرد . يعلق . يوقف . يرجى . يكف"
"Suspension","تجريد . تعليق . إيقاف . توقيف . تأجيل . ارجاء ( حرمان مؤقت )"
"Suspension of Arms","وقف القتال . مهادنة محلية ( محليا )"
"Suspension of Arms of Flying","إيقاف عن الطيران ( الطيارين )"
"Suspension of Arms of Vouchers","إيقاف سندات"
"Sustained Rate of Fire","معدل الرمي المستمر . معدل النيران المستمر"
"Sweep","حصد . كسر . تكيس . كسح . مسح . تنظيف"
"Sweeping Fire","نيران حاصدة ( من الأسلحة الأوتوماتيكية )"
"Swimming Capability","امكانية العموم . امكانية السباحة"
"Swimming Capability Device","جهاز التصويبهم . اداة التصويبهم . وسيلة التصويبهم"
"Swinging the Compass","تدوير البوصلة . تحريك البوصلة"
"Swinging Traverse","حصد طليق . ( بنيران الرشاش )"
"Switch Fire","نقل الرمي . نقل النيران ( من مدف الى آخر )"
"Switching","تحويل"
"Switching Central","سنترال . تحويلية"
"Switch Position","موقع تحويلي"
"Switch Position Trench","خندق تحويلي"
"Symbol","رمز . إشارة/شعار"
"Symbolic Form","صيغة رمزية . لائحة رمزية (متفق عليها لأغراض"
"Sympathetic Detonation","الأرصاد الجوية) ."
"Synchronize","انفجار بالتأثير . ضغط بالتأثير"
"Synchronization","يضبط الوقت"
"System","تزامن . تضبط الوقت"
"Systematic Error","نظام . مجموعة . طريقة/نمط . جهاز شبكة"
"System Indicator","خطأ منتظم"
"Systems Analysis","دليل الرموز"
"Table جدول . بيان . فهرس . نسخة . لوح . لوحة . مائدة . قاعدة . صفحة Organization & Equipment (TO&E) جدول التنظيم","والسعدات ."
"Tactical Aeromedical Evacuation اخلاء طبي جوى تكتيكي Commander(afloat) قائد طيران تكتيكي ( على ظهر","حاملات الطائرات ) - سطور"
"Target Analysis","تحليل الهدف"
"Target Analysis Approach Point","نقطة الاقتراب من الهدف ( طيران )"
"Target Analysis Area","منطقة الهدف"
"Target Analysis Grid","نظام تسامتي لأيجاد الهدف"
"Target Area Survey","مسح منطقة الهدف"
"Target Area Survey Bearing","اتجاه الهدف. زاوية الهدف"
"Target Area Survey Chart","لوحة الهدف . خريطة الهدف ( ذات مقياس رسم كبير )"
"Target Area Survey Complex","مجموعة أهداف"
"Target Area Survey Concentration","التركيز على الهدف"
"Target Area Survey Designating System","جهاز تعيين الهدف. طريقة تعيين الهدف"
"Target Area Survey Director Post","المركز الموجه للهدف. المركز المرشد للهدف"
"Target Area Survey Dossiers","ملفات الهدف ( معلومات عن منطقة معينة )"
"Target Area Survey Echo","مدى الهدف ( اشارات لاسلكية منعكسة عن الهدف )"
"Target Area Survey Evaluation","تقييم الهدف . تحليل الهدف"
"Target Area Survey Falders","مصنفات الهدف . ملفات الهدف"
"Target Area Survey Grid","تساسات الهدف"
"Target Area Survey Indicating System","نظام الاستدلال على الهدف . جهاز اظهار الهدف"
"Target Area Survey Information Center","مركز المعلومات عن الهدف"
"Target Area Survey Intelligence","استخبارات عن الهدف"
"Target Area Survey Number","رقم الهدف"
"Target Area Survey Offset","زاوية رصد الهدف ( ملاحظ - هدف )"
"Target Area Survey of Opportunity","هدف عارض . ( يكون ظهوره فجأة )"
"Target Area Survey Response","مدى تأثر الهدف ( بالأسلحة النووية )"
"Target Area Survey Selector","منتخب الهدف ( جهاز انتخاب الهدف )"
"Target Area Survey Status Board","لوحة وضعية الأهداف"
"Target Area Survey System","مجموعة أهداف"
"Target Area Survey Tracking Radar","رادار تتبع الهدف - واجب . عمل - قوة واجب ( قوة تشكل ١٠٠٪ ) - مظور"
"Terminal طرف . نهاية . نهائي . آخر محطة Port السنا الأخير","مظور"
"Terminal Postal Officer","ضابط بريد المحطة"
"Terminal Postal Officer Service Company","سرية خدمة المحطة (للنقل)"
"Terminal Postal Officer Throughput Capacity","طاقة المحطة على الترحيل والتنزيل في اليوم الواحد"
"Terminal Velocity","السرعة النهائية . السرعة الباقية"
"Termination","نهاية . انها . آخر . ختام . نتيجة . انقضاء . غاية"
"Termination of Armest","انها . التوقيف"
"Terminology","علم المصطلحات الفنية"
"Terminology , Military","المصطلحات العسكرية"
"Terms","اصطلاحات . مصطلحات . فصول . شروط . عبارات . مواعيد"
"Terrain","أرض . طبيعة الأرض"
"Terrain Analysis","تحليل طبيعة الأرض"
"Terrain Corridor","سر أرضي"
"Terrain Evaluation","تحليل طبيعة الأرض . تقييم طبيعة الأرض"
"Terrain Exercise","تمرين على الطبيعة"
"Terrain Intelligence","استخبارات عن طبيعة الأرض"
"Terrain Return","انعكاس ارضي . ارتداد أرضي (انعكاس الأسماعات عن الأرض على شاشة التمراد)"
"Terrain Sensing","تخمين بواسطة طبيعة الأرض"
"Terrain Study","دراسة طبيعة الأرض"
"Terrestrial","أرضي"
"Test","اختبار . فحص . تجربة . تحليل"
"Test Piece","مدفع الفحص"
"Theater","سرح"
"Theater of Operations","سرح العمليات"
"Theater War","سرح الحرب"
"Theater Stock Level","مستوى المخزون في سرح العمليات"
"Theodalite","ثيود ولايت . مقياس الأبعاد . هواة ( آلة ساعة )"
"Thermal Exposure","تحرص حراري"
"Thermal Exposure Radiation","اشعاع حراري"
"Thickened Fuel","وقود ثقيل . وقود مكثف ( يستخدم لقاذفات اللهب والتقابل الممرقة )"
"Thrust","طعنة . وخزة . دفع . قوة دفع . اندفاع"
"Time and Space Factors","عوامل الوقت والسافة"
"Time and Space Factors Distance","زمن السير (السافة الزمنية للتحرك من نقطة لأخرى)"
"Time and Space Factors Length","زمن عبور نقطة (ز . ع . ن . ) - ( الزمن اللازم للرتل لصبر نقطة معينة )"
